name,time,event
wildcard,2025-09-02T11:33:03.047360Z,4
3xc,2025-09-26T11:55:30.129895Z,6
freehit,2025-11-28T13:41:35.627831Z,13
bboost,2025-12-19T16:08:52.341677Z,17
bboost,2026-02-06T16:40:57.606465Z,25
3xc,2026-02-10T15:05:49.767333Z,26
freehit,2026-04-23T12:48:39.524557Z,34
