event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,73,73,631488,711068,631488,10,0,1000,0,0,13
2,56,129,3723096,3804873,764559,35,14,999,1,0,3
3,59,188,1920624,1963981,407884,20,19,1001,1,0,2
4,70,258,3690956,3756058,479879,35,57,1001,1,0,11
5,41,299,6471775,6632873,750998,55,57,1003,0,0,6
6,75,374,566435,583118,328381,5,57,1005,0,0,3
7,93,467,118346,123856,79441,1,31,1005,1,0,2
8,74,541,1302642,1349261,59748,15,31,1008,0,0,3
9,50,591,4650270,4691961,64470,40,32,1011,1,0,4
10,93,684,158086,167556,21306,5,32,1014,0,0,15
11,40,724,4999072,5174889,23104,45,32,1018,0,0,13
12,48,772,2573621,2659823,19199,25,32,1019,0,0,5
13,51,823,1206554,1227489,13240,10,21,1019,1,0,3
14,70,893,3097648,3211260,15084,25,21,1018,0,0,6
15,60,953,2311282,2383820,11944,20,21,1021,0,0,6
16,77,1030,1677548,1683304,13090,15,17,1025,1,0,0
17,102,1132,259235,266749,3806,5,4,1031,2,0,17
18,52,1184,2845955,2961365,2929,25,4,1037,0,0,6
19,44,1228,4631076,4683078,2450,40,5,1037,1,0,4
20,60,1288,1187849,1212314,1667,10,0,1038,1,0,25
21,65,1353,1151359,1216635,967,10,0,1041,0,0,18
22,44,1397,4146649,4301560,874,35,0,1046,0,0,6
23,64,1461,671479,675773,191,10,8,1052,2,0,0
24,67,1528,2025332,2110117,178,20,8,1056,0,0,7
25,76,1604,1104729,1121381,143,10,7,1053,2,0,5
26,85,1689,386419,396159,60,5,13,1053,1,0,9
27,46,1735,5681550,5884467,62,45,13,1054,0,0,2
28,80,1815,745649,778154,64,10,13,1054,0,0,0
29,73,1888,1935098,1937285,32,20,0,1044,4,0,5
30,57,1945,1410031,1493372,38,15,0,1047,0,0,13
31,67,2012,467021,514606,24,5,7,1040,0,0,0
32,53,2065,4506134,4526047,40,35,36,1036,2,0,5
33,77,2142,3407448,3421468,406,30,15,1032,2,0,21
34,63,2205,712318,716258,348,10,1,1034,1,0,7
35,59,2264,3349980,3385464,295,30,0,1040,1,0,8
36,75,2339,4334576,4437775,452,35,0,1042,0,0,9
37,46,2385,935674,980795,152,10,0,1042,0,0,10
