name,time,event
wildcard,2025-09-01T23:31:18.161662Z,4
3xc,2025-11-01T13:16:29.578677Z,10
freehit,2025-11-28T23:11:43.492754Z,13
bboost,2025-12-26T15:23:12.334199Z,18
wildcard,2026-04-10T08:36:33.068151Z,32
bboost,2026-04-15T03:52:23.941726Z,33
freehit,2026-04-19T18:40:49.025716Z,34
3xc,2026-05-07T03:40:51.870073Z,36
