event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,58,58,3379513,3432123,3379511,40,0,1000,0,0,5
2,49,107,5988435,6009377,4165562,60,0,1001,1,0,10
3,45,152,6686263,6702587,4561541,60,39,1003,1,0,6
4,81,233,969970,983332,2264036,10,1,1005,0,0,8
5,46,279,4245335,4279083,2149185,40,1,1012,0,0,9
6,65,344,1862308,1873266,1470361,20,1,1014,0,0,1
7,72,416,3094313,3097633,1313740,30,43,1018,3,0,8
8,68,484,2673274,2687195,1200478,25,35,1023,1,0,16
9,45,529,6325728,6338042,1344265,55,65,1025,1,0,3
10,108,637,4581,4643,347204,1,61,1028,1,0,9
11,32,669,9418006,9434643,519482,80,75,1032,1,0,6
12,54,723,1408997,1417367,321889,15,80,1033,1,0,5
13,65,788,198189,203361,113990,5,80,1033,0,0,1
14,87,875,347359,350461,46015,5,58,1031,1,0,3
15,69,944,909301,914118,21323,10,35,1037,1,0,18
16,76,1020,1864222,1867529,24215,15,12,1039,2,0,3
17,78,1098,3728814,3733707,30984,30,2,1043,3,0,15
18,74,1172,122642,123593,6630,1,6,1049,2,0,0
19,34,1206,9189211,9223855,10138,75,6,1051,0,0,4
20,62,1268,843063,853859,5923,10,6,1048,0,0,10
21,63,1331,1756306,1758810,4186,15,5,1045,3,0,20
22,37,1368,7720686,7757142,5665,65,5,1049,0,0,9
23,57,1425,1711900,1716927,2195,15,11,1047,1,0,14
24,63,1488,3391591,3402652,2644,30,1,1048,1,0,1
25,63,1551,5066382,5081401,4324,40,12,1045,1,0,10
26,80,1631,848049,851852,2407,10,0,1045,2,0,7
27,46,1677,5681550,5723068,2646,45,0,1046,0,0,11
28,83,1760,532027,537263,1694,5,13,1049,2,0,1
29,73,1833,1879825,1886817,1048,15,67,1048,1,0,17
30,64,1897,451442,461692,708,5,67,1055,0,0,18
31,58,1955,1941385,1950547,814,20,73,1052,2,0,1
32,70,2025,512082,522757,468,5,4,1046,0,0,13
33,128,2153,126689,130473,208,1,33,1044,1,0,0
34,74,2227,102576,106383,97,1,33,1044,0,0,9
35,56,2283,4156291,4199175,102,35,33,1047,0,0,16
36,94,2377,746218,751880,38,10,6,1050,2,0,12
37,18,2395,8311339,8343601,85,65,6,1053,0,0,11
