event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,64,64,1939861,2127042,1939861,25,0,1000,0,0,9
2,49,113,5811696,5933869,2841827,55,0,1001,0,0,4
3,63,176,1164700,1191842,1162239,15,3,1004,2,0,3
4,83,259,773050,795502,444118,10,33,1005,1,0,7
5,74,333,26508,27725,50412,1,47,1010,1,0,13
6,65,398,1862308,1910687,56958,20,47,1014,0,0,0
7,75,473,2210408,2260622,51054,20,40,1016,1,0,4
8,94,567,76732,78641,7503,1,38,1022,2,0,0
9,58,625,2221361,2319132,4519,20,38,1022,0,0,23
10,76,701,2808006,2849436,6056,25,2,1025,2,0,4
11,38,739,6342132,6432297,7709,55,8,1030,1,0,5
12,23,762,11608632,11623026,39040,95,7,1031,1,0,2
13,70,832,107994,116283,7257,1,7,1028,0,0,5
14,75,907,1957548,1998730,5981,20,4,1024,1,0,6
15,59,966,2698708,2741815,5097,25,0,1024,1,0,20
16,75,1041,2070570,2090125,6584,20,6,1026,3,0,8
17,88,1129,1523820,1548518,4817,15,4,1029,2,0,17
18,34,1163,10335093,10453912,11387,85,5,1026,0,0,18
19,29,1192,11284114,11316049,22672,90,14,1027,1,0,18
20,62,1254,916414,937555,13495,10,9,1030,1,0,7
21,46,1300,7176784,7339599,23525,60,9,1030,0,0,11
22,47,1347,3264671,3293089,17888,30,3,1030,2,0,6
23,55,1402,2176323,2201805,8781,20,13,1034,1,0,15
24,84,1486,102225,109659,2974,1,13,1035,0,0,5
25,60,1546,6255989,6302166,5717,50,0,1041,1,0,5
26,78,1624,1087549,1110259,3544,10,30,1042,1,0,3
27,36,1660,10888719,10924405,6809,85,6,1041,1,0,24
28,91,1751,124778,130402,2830,1,4,1040,2,0,2
29,50,1801,7767898,7792342,5974,65,2,1041,1,0,5
30,51,1852,3001680,3142618,8018,25,2,1044,0,0,20
31,64,1916,895102,909513,6399,10,24,1040,1,0,2
32,58,1974,2553534,2738349,6717,20,14,1032,0,0,12
33,131,2105,84256,87567,2986,1,44,1034,1,0,0
34,60,2165,937427,1000471,2994,10,44,1034,0,0,9
35,61,2226,2701774,2735967,2266,25,10,1036,1,0,16
36,89,2315,1410530,1436255,1614,15,12,1036,2,0,13
37,39,2354,2051436,2063842,823,20,29,1037,2,0,13
