event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,1047995,958151,15,0,1000,0,0,21
2,76,146,361192,373321,86569,5,0,1001,0,0,6
3,62,208,1297150,1325202,40121,15,24,1005,1,0,3
4,74,278,2575654,2600815,79874,25,0,1006,2,4,6
5,59,337,676867,713092,32654,10,0,1009,0,0,6
6,71,408,1034355,1053340,23737,10,2,1011,2,0,3
7,83,491,768839,791249,11045,10,3,1011,1,0,7
8,103,594,13342,13817,486,1,6,1016,1,0,0
9,51,645,4341890,4378211,636,40,0,1015,1,0,8
10,75,720,3046176,3095427,1144,25,5,1017,1,0,12
11,58,778,415596,427977,213,5,1,1018,1,0,8
12,56,834,1027757,1062354,99,10,0,1017,0,0,6
13,47,881,1908630,1937046,114,20,10,1014,1,0,1
14,80,957,1067995,1080734,85,10,13,1014,2,4,3
15,53,1010,4589322,4640419,170,40,2,1017,1,0,4
16,85,1095,684354,695303,117,10,2,1011,4,0,1
17,80,1175,3163704,3191225,170,30,5,1015,2,0,8
18,65,1240,538817,546789,46,5,15,1017,1,0,4
19,60,1300,539124,544954,14,5,2,1019,1,0,8
20,66,1366,515789,527610,7,5,8,1021,1,0,3
21,68,1434,694230,731655,3,10,8,1022,0,0,11
22,33,1467,10041648,10099439,7,80,1,1024,1,0,11
23,46,1513,5376794,5425012,9,45,12,1025,1,0,17
24,64,1577,3103634,3135353,8,25,8,1025,2,0,12
25,67,1644,3297839,3412408,10,30,8,1026,0,0,3
26,85,1729,397925,404422,2,5,1,1024,2,0,0
27,50,1779,4171742,4214180,3,35,0,1021,1,0,12
28,73,1852,1687488,1735976,3,15,0,1026,0,0,-1
29,52,1904,7220978,7236592,10,60,2,1026,2,0,13
30,60,1964,993008,1014782,9,10,53,1025,1,0,14
31,51,2015,3358632,3375925,19,30,54,1028,1,0,15
32,62,2077,1625748,1703826,16,15,54,1031,0,0,3
33,124,2201,179358,190382,13,5,54,1026,0,0,17
34,43,2244,3948567,4035739,31,35,5,1023,0,0,1
35,78,2322,215296,218224,11,5,39,1025,2,0,7
36,85,2407,2110582,2135591,7,20,25,1025,1,0,6
37,33,2440,3372784,3400495,5,30,12,1026,1,0,17
