event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,79,79,243514,246707,243514,5,0,1000,0,0,0
2,41,120,8357098,8361898,1755577,80,15,1002,1,0,8
3,61,177,1532307,1535467,1111035,15,15,1009,2,4,18
4,75,252,2131448,2139332,747682,20,0,1007,0,0,8
5,66,318,160173,162778,190345,5,0,1013,0,0,15
6,59,373,3188092,3189219,365729,30,0,1018,3,4,13
7,72,441,3054561,3057850,437005,30,36,1022,2,4,4
8,73,510,1590062,1592567,410917,15,3,1025,2,4,12
9,45,551,6387090,6390317,603362,55,0,1026,2,4,5
10,61,604,8045980,8047054,1268298,70,6,1026,3,8,8
11,77,681,6866,6905,311783,1,4,1029,1,0,13
12,49,726,2511445,2515662,287873,25,7,1032,2,4,15
13,52,774,1095287,1096805,232349,10,0,1034,2,4,13
14,88,862,292943,293889,97431,5,4,1036,1,0,10
15,90,948,43618,43684,17478,1,7,1042,2,4,14
16,115,1063,2393,2406,1485,1,4,1053,4,0,4
17,96,1159,568172,569702,574,5,4,1063,0,0,20
18,33,1188,10899010,10900051,2358,90,2,1060,3,4,25
19,41,1229,5721223,5733429,2445,50,2,1064,0,0,4
20,51,1280,3204589,3207440,3012,30,5,1064,2,0,3
21,57,1337,3395272,3401207,3002,30,6,1060,1,0,10
22,44,1377,4507050,4511017,3439,40,3,1060,2,4,12
23,53,1430,2513820,2520527,1711,20,3,1063,0,0,6
24,52,1482,7831232,7834056,3978,65,22,1061,2,0,5
25,87,1569,180144,180965,1527,5,8,1063,1,0,30
26,80,1645,848049,849598,1096,10,10,1066,2,4,2
27,52,1697,3394303,3398648,857,30,2,1066,1,0,10
28,64,1761,3688185,3691947,1654,30,7,1067,1,0,8
29,73,1834,1768609,1773478,1013,15,7,1065,0,0,3
30,61,1895,878485,880166,805,10,2,1070,2,0,8
31,42,1937,5343135,5344390,2262,45,1,1069,1,0,6
32,55,1992,3494686,3513361,2769,30,0,1054,0,0,14
33,131,2123,84256,85081,1266,1,25,1055,1,0,0
34,70,2193,226964,232380,739,5,25,1054,0,0,8
35,54,2247,5268809,5273557,834,45,0,1058,1,0,28
36,88,2335,1546451,1549976,602,15,6,1061,1,0,11
37,23,2358,6759588,6767126,696,55,3,1062,1,0,11
