name,time,event
wildcard,2025-09-13T08:16:45.276765Z,4
bboost,2025-09-20T09:28:56.236545Z,5
3xc,2025-09-27T09:34:31.533526Z,6
freehit,2025-11-29T09:07:02.433000Z,13
3xc,2026-02-10T17:59:31.270880Z,26
wildcard,2026-04-10T17:09:09.223263Z,32
bboost,2026-04-17T14:13:11.313953Z,33
freehit,2026-04-23T09:43:33.767472Z,34
