season_name,total_points,rank
2011/12,57,2773725
2012/13,1906,525612
2013/14,2114,588960
2014/15,2030,144841
2015/16,1937,1008027
2016/17,1971,752293
2017/18,2031,937768
2018/19,2157,462364
2019/20,2264,104192
2020/21,2402,83453
2021/22,2339,502675
2022/23,2441,412206
2023/24,2368,525905
2024/25,2363,857030
