id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
1,Arsenal,team-1,2025-07-20T23:14:28.319976Z,False,,,s,c,,1,False,False,False,True,2849439.0,True,1289497,1,"[{'phase': 1, 'rank': 91, 'last_rank': 229, 'rank_sort': 91, 'total': 2358, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 156312, 'last_rank': 448283, 'rank_sort': 157438, 'total': 176, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 15}]",[],91,229
181,Norway,region-161,2025-07-20T23:14:31.569226Z,False,,,s,c,,1,False,False,False,True,2872801.0,True,256865,1,"[{'phase': 1, 'rank': 43, 'last_rank': 107, 'rank_sort': 43, 'total': 2358, 'league_id': 181, 'rank_count': 256865, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 33909, 'last_rank': 86526, 'rank_sort': 34167, 'total': 176, 'league_id': 181, 'rank_count': 256865, 'entry_percentile_rank': 15}]",[],43,107
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 676, 'last_rank': 1737, 'rank_sort': 679, 'total': 2358, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1329800, 'last_rank': 3214827, 'rank_sort': 1339823, 'total': 176, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 15}]",[],676,1737
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 677, 'last_rank': 1739, 'rank_sort': 680, 'total': 2358, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1500814, 'last_rank': 3868672, 'rank_sort': 1510837, 'total': 176, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 15}]",[],677,1739
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 3601, 'last_rank': 11492, 'rank_sort': 3674, 'total': 1120, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1500814, 'last_rank': 3868672, 'rank_sort': 1510837, 'total': 176, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 15}]",[],3601,11492
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 377, 'last_rank': 1067, 'rank_sort': 378, 'total': 2358, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 251845, 'last_rank': 582182, 'rank_sort': 254531, 'total': 176, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 25}]",[],377,1067
1368221,Lektorligaen 25/26,,2025-08-12T15:07:43.100413Z,False,,,x,c,6139905.0,1,False,True,True,True,3914426.0,True,7,15,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2358, 'league_id': 1368221, 'rank_count': 7, 'entry_percentile_rank': 15}, {'phase': 11, 'rank': 3, 'last_rank': 4, 'rank_sort': 3, 'total': 176, 'league_id': 1368221, 'rank_count': 7, 'entry_percentile_rank': 45}]",[],1,1
1583628,Viaplay League,brd-viaplay,2025-08-14T07:54:51.375049Z,False,,,s,c,,1,False,False,False,False,,,702866,1,"[{'phase': 1, 'rank': 85, 'last_rank': 226, 'rank_sort': 85, 'total': 2358, 'league_id': 1583628, 'rank_count': 702866, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 82398, 'last_rank': 216121, 'rank_sort': 82980, 'total': 176, 'league_id': 1583628, 'rank_count': 702866, 'entry_percentile_rank': 15}]",[],85,226
2086526,Granmoen,,2025-08-15T16:37:06.160061Z,False,,,x,c,6139905.0,1,False,True,True,True,4527948.0,True,3,35,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2358, 'league_id': 2086526, 'rank_count': 3, 'entry_percentile_rank': 35}, {'phase': 11, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 176, 'league_id': 2086526, 'rank_count': 3, 'entry_percentile_rank': 35}]",[],1,1
2181339,Danieljordet,,2025-08-16T07:34:28.052144Z,False,,,x,c,2119623.0,1,False,False,False,True,4546543.0,True,4,25,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2358, 'league_id': 2181339, 'rank_count': 4, 'entry_percentile_rank': 25}, {'phase': 11, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 176, 'league_id': 2181339, 'rank_count': 4, 'entry_percentile_rank': 25}]",[],1,1
