event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,80,80,204537,224732,204537,5,5,1000,0,0,9
2,35,115,9512674,9551053,2478284,90,5,1001,0,0,12
3,58,173,2167081,2197982,1430318,20,30,1006,1,0,6
4,73,246,2854813,2876245,1114010,25,37,1009,2,0,8
5,52,298,2085575,2153310,798833,20,37,1011,0,0,3
6,61,359,2671597,2695569,767958,25,16,1012,1,0,19
7,64,423,5327061,5347281,1008440,45,8,1012,2,0,6
8,67,490,2812309,2867620,965408,25,8,1016,0,0,4
9,62,552,1535416,1548189,569138,15,4,1011,2,0,25
10,89,641,361473,374016,286751,5,4,1017,0,0,4
11,55,696,638099,663675,138504,10,4,1018,0,0,1
12,28,724,10071572,10140888,303291,85,26,1015,0,0,9
13,67,791,156857,163652,96408,5,26,1019,0,0,0
14,78,869,1394403,1406728,64087,15,23,1021,2,0,6
15,74,943,504097,506150,23118,5,32,1027,3,0,25
16,69,1012,3485884,3500945,38245,30,7,1035,3,0,3
17,94,1106,776261,788377,19998,10,36,1039,2,0,7
18,39,1145,8382536,8473118,31657,70,36,1040,0,0,17
19,42,1187,5640268,5666943,29903,45,3,1036,2,0,2
20,77,1264,68049,71575,7585,1,3,1033,0,0,16
21,60,1324,2294050,2362740,6186,20,3,1033,0,0,21
22,51,1375,2029411,2034577,3768,20,20,1034,3,0,0
23,43,1418,6765687,6809129,3408,55,25,1036,1,0,10
24,60,1478,4488524,4518617,4811,40,20,1033,1,0,7
25,71,1549,2204686,2240418,4908,20,4,1035,1,0,3
26,67,1616,3444090,3518181,5527,30,4,1036,0,0,10
27,60,1676,1176989,1216498,2780,10,4,1034,0,0,22
28,92,1768,104966,106906,1062,1,24,1026,3,0,4
29,49,1817,8054697,8071511,2500,65,21,1028,1,0,4
30,60,1877,908062,945130,2188,10,21,1031,0,0,18
31,54,1931,2751176,2769997,3005,25,77,1028,2,0,6
32,70,2001,573136,581994,1711,5,60,1030,1,0,10
33,108,2109,626289,629614,2551,5,6,1026,1,0,13
34,57,2166,1327992,1374662,2923,15,6,1025,0,0,14
35,46,2212,8240398,8350726,4545,65,8,1019,0,0,22
36,94,2306,682273,700088,2555,10,8,1024,0,0,9
37,45,2351,1041289,1072972,955,10,8,1023,0,0,7
