season_name,total_points,rank
2011/12,1668,1379593
2012/13,1739,1271249
2013/14,1753,1867284
2014/15,2028,149672
2015/16,1980,754882
2016/17,2251,29451
2017/18,1942,1660144
2018/19,2053,1281426
2019/20,1982,2103030
2020/21,2066,2000680
2021/22,2358,434419
2022/23,2283,1708302
2023/24,2192,2291317
2024/25,2164,3375905
