event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,115,115,57,75,57,1,5,1000,0,0,0
2,57,172,3433596,3514743,1248,35,5,1002,1,0,14
3,63,235,1053483,1098163,745,10,5,1010,0,0,6
4,81,316,1043748,1072480,657,10,10,1015,1,0,13
5,53,369,2031016,2054943,683,20,10,1018,2,0,6
6,93,462,20340,21443,26,1,2,1020,1,0,11
7,97,559,48856,51368,3,1,3,1022,1,0,18
8,68,627,2673274,2725286,10,25,9,1027,1,0,10
9,60,687,1911758,1943190,2,20,34,1030,1,0,8
10,75,762,3046176,3104004,13,25,23,1035,1,0,13
11,32,794,9418006,9484453,42,80,1,1037,1,0,23
12,48,842,2725384,2773862,49,25,10,1040,1,0,3
13,60,902,408986,414867,12,5,1,1038,1,0,4
14,77,979,1540834,1575261,12,15,5,1038,1,0,3
15,63,1042,1792084,1822533,5,15,1,1040,1,0,3
16,102,1144,42868,43868,1,1,0,1040,0,0,7
17,93,1237,876085,893990,1,10,1,1050,2,0,3
18,42,1279,7302988,7355683,2,60,19,1056,1,0,12
19,33,1312,9634550,9807839,4,80,19,1057,0,0,10
20,61,1373,1072015,1085980,4,10,11,1054,2,0,12
21,57,1430,3456179,3492004,6,30,32,1052,2,0,12
22,42,1472,5393205,5457705,4,45,16,1056,1,0,13
23,43,1515,6838138,6872607,6,55,3,1060,2,0,10
24,60,1575,4488524,4531104,9,40,4,1064,1,0,15
25,76,1651,974243,1041258,8,10,4,1067,0,0,8
26,78,1729,1087549,1109807,1,10,4,1068,1,0,16
27,51,1780,3496423,3655469,2,30,4,1069,0,0,12
28,79,1859,905766,926975,2,10,15,1071,1,0,6
29,64,1923,3658307,3766958,3,30,15,1072,0,0,7
30,59,1982,1055690,1118837,2,10,15,1073,0,0,19
31,68,2050,439864,451727,2,5,2,1077,2,0,0
32,50,2100,5541755,5574078,4,45,0,1078,1,0,5
33,102,2202,908067,934713,12,10,0,1075,0,0,18
34,54,2256,1894987,1899933,15,15,3,1069,4,0,12
35,53,2309,5352115,5551067,19,45,28,1059,0,0,8
36,96,2405,540103,555770,11,5,9,1066,1,0,0
37,38,2443,2075627,2164296,3,20,9,1065,0,0,14
