name,time,event
wildcard,2025-09-22T22:01:31.498161Z,6
freehit,2025-11-28T21:52:48.100878Z,13
3xc,2025-12-20T08:27:12.403908Z,17
bboost,2025-12-26T13:16:20.781769Z,18
3xc,2026-02-10T17:54:38.995653Z,26
freehit,2026-04-17T20:17:00.911158Z,33
wildcard,2026-04-24T21:24:34.661534Z,35
bboost,2026-05-08T14:41:47.346664Z,36
