event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,56,56,3932979,3970375,3932974,45,0,1000,0,0,5
2,41,97,8357098,8366175,6225277,80,4,1000,1,0,18
3,49,142,5226808,5238163,6261420,50,3,1001,2,4,7
4,82,224,834037,842453,3384082,10,3,997,0,0,10
5,63,287,312546,316427,1479164,5,3,1003,0,0,0
6,86,373,103449,104677,359984,1,3,1007,2,0,11
7,77,450,1763930,1772794,257480,15,3,1011,1,0,7
8,80,530,613323,617955,127997,10,3,1019,0,0,19
9,47,577,5680458,5685492,160734,50,4,1019,2,0,8
10,91,668,263373,265175,64718,5,4,1025,1,0,17
11,42,710,4058517,4078928,60832,35,4,1029,0,0,7
12,55,765,1281316,1284789,32069,15,7,1030,2,0,6
13,77,842,21292,22556,3336,1,7,1030,0,0,2
14,67,909,4237626,4250144,5201,35,21,1030,1,0,4
15,55,964,3890968,3902856,5848,35,15,1033,1,0,12
16,88,1052,474744,478826,3189,5,23,1034,5,0,8
17,75,1127,4484786,4492519,5566,40,4,1043,1,0,7
18,41,1164,7828748,7838471,11108,65,49,1043,2,4,14
19,37,1201,8073697,8087821,14021,65,45,1041,1,0,2
20,68,1269,376807,379264,5818,5,41,1038,1,0,11
21,66,1335,1065693,1071257,3356,10,29,1040,1,0,22
22,35,1370,8776682,8798866,5140,70,29,1042,0,0,9
23,56,1426,1958487,1961064,2134,20,36,1043,2,0,15
24,67,1493,2177296,2184098,1984,20,22,1045,1,0,2
25,73,1566,1678954,1688055,1848,15,28,1047,1,0,9
26,90,1656,167708,168682,539,5,9,1046,1,0,6
27,52,1708,3394303,3402051,416,30,3,1047,1,0,15
28,88,1796,204046,205952,196,5,3,1050,0,0,9
29,50,1846,7767898,7773336,494,65,10,1054,1,0,3
30,64,1910,523876,526126,328,5,13,1052,2,0,16
31,50,1960,3571994,3576408,608,30,12,1055,1,0,0
32,66,2026,950357,960690,452,10,4,1041,0,0,15
33,114,2140,409848,410853,496,5,24,1042,1,0,0
34,58,2198,1185939,1204007,550,10,24,1042,0,0,3
35,59,2257,3349980,3358067,468,30,10,1045,1,0,7
36,92,2349,955950,960473,263,10,8,1048,1,0,8
37,13,2362,10487604,10490451,540,85,9,1049,1,0,28
