event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,61,61,2607688,2775940,2607687,30,0,1000,0,0,5
2,55,116,3864995,3945632,2307349,40,0,1001,0,0,12
3,60,176,1744002,1773101,1162239,20,5,1005,2,0,7
4,81,257,969970,1009690,507742,10,5,1005,0,0,10
5,60,317,562890,593512,203587,5,5,1007,0,0,-3
6,68,385,1402196,1437616,155735,15,0,1011,0,0,12
7,69,454,3680658,3753074,194119,35,0,1015,0,0,10
8,98,552,32698,34023,25747,1,0,1022,0,0,0
9,66,618,929935,930515,8478,10,2,1022,5,0,6
10,74,692,3366204,3416732,12149,30,1,1030,1,0,6
11,44,736,3220461,3331973,9434,30,1,1036,0,0,8
12,44,780,3974765,4024083,11000,35,5,1037,1,0,10
13,82,862,6931,8289,584,1,5,1036,0,0,1
14,61,923,6242840,6265294,1745,55,1,1033,2,0,3
15,51,974,5344638,5397476,2853,45,12,1033,1,0,7
16,85,1059,698978,719706,1867,10,0,1038,5,0,12
17,96,1155,568172,579726,733,5,0,1043,0,0,12
18,47,1202,4996713,5038169,828,40,12,1045,1,0,14
19,51,1253,1898872,1975367,402,20,12,1045,0,0,15
20,42,1295,6273099,6294678,1020,50,17,1044,2,0,22
21,70,1365,523881,540630,418,5,16,1045,1,0,12
22,48,1413,2867307,2895492,308,25,5,1045,1,0,11
23,41,1454,7790458,7819457,329,65,4,1048,2,0,6
24,72,1526,1008960,1051292,206,10,4,1050,0,0,2
25,89,1615,134220,136262,68,5,25,1048,2,0,2
26,69,1684,3046617,3079155,88,25,28,1049,1,0,3
27,37,1721,10219573,10351052,183,80,28,1050,0,0,4
28,52,1773,6952389,6964411,799,55,1,1049,2,0,0
29,103,1876,20193,20638,79,1,7,1048,1,0,9
30,62,1938,654529,692684,58,10,7,1051,0,0,13
31,69,2007,358292,366990,39,5,77,1054,2,0,0
32,54,2061,3843822,3984469,61,30,31,1043,0,0,12
33,118,2179,296381,305379,37,5,31,1045,0,0,0
34,65,2244,506629,542909,29,5,31,1045,0,0,6
35,65,2309,1495190,1570745,18,15,31,1047,0,0,5
36,70,2379,5878518,5886571,33,50,0,1048,3,0,12
37,20,2399,7877360,7906125,66,65,1,1050,1,0,11
