name,time,event
wildcard,2025-10-05T09:54:00.889485Z,8
bboost,2025-11-05T20:36:07.194271Z,11
3xc,2025-11-27T15:20:04.785429Z,13
freehit,2025-12-18T21:32:23.143838Z,17
3xc,2026-02-09T09:13:19.126570Z,26
wildcard,2026-03-24T21:14:40.828361Z,32
bboost,2026-04-14T19:35:57.485248Z,33
freehit,2026-04-20T04:54:42.426954Z,34
