id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
14,Man Utd,team-14,2025-07-20T23:14:28.555028Z,False,,,s,c,,1,False,False,False,True,2849441.0,True,1909128,1,"[{'phase': 1, 'rank': 69, 'last_rank': 55, 'rank_sort': 69, 'total': 2372, 'league_id': 14, 'rank_count': 1909128, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 800475, 'last_rank': 621124, 'rank_sort': 800679, 'total': 153, 'league_id': 14, 'rank_count': 1909128, 'entry_percentile_rank': 45}]",[],69,55
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 112, 'last_rank': 95, 'rank_sort': 112, 'total': 2372, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1421779, 'last_rank': 1206867, 'rank_sort': 1422374, 'total': 153, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 45}]",[],112,95
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 316, 'last_rank': 255, 'rank_sort': 316, 'total': 2372, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4051872, 'last_rank': 3493822, 'rank_sort': 4053227, 'total': 153, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 45}]",[],316,255
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 316, 'last_rank': 255, 'rank_sort': 316, 'total': 2372, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4847812, 'last_rank': 4227411, 'rank_sort': 4849167, 'total': 153, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 40}]",[],316,255
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 123, 'last_rank': 105, 'rank_sort': 123, 'total': 2372, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1605647, 'last_rank': 1361963, 'rank_sort': 1606313, 'total': 153, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 45}]",[],123,105
332,TNT Sports League,man-brd-tntsports,2025-07-20T23:14:34.259083Z,False,,,s,c,,1,False,False,False,True,2858408.0,True,694190,1,"[{'phase': 1, 'rank': 65, 'last_rank': 57, 'rank_sort': 65, 'total': 2372, 'league_id': 332, 'rank_count': 694190, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 372584, 'last_rank': 312362, 'rank_sort': 372833, 'total': 153, 'league_id': 332, 'rank_count': 694200, 'entry_percentile_rank': 55}]",[],65,57
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 1671, 'last_rank': 1047, 'rank_sort': 1671, 'total': 1129, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4847812, 'last_rank': 4227411, 'rank_sort': 4849167, 'total': 153, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 40}]",[],1671,1047
83393,FWs,,2025-07-21T15:52:34.445997Z,False,,,x,c,137210.0,1,False,False,False,True,3645892.0,True,6,20,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2372, 'league_id': 83393, 'rank_count': 6, 'entry_percentile_rank': 20}, {'phase': 11, 'rank': 3, 'last_rank': 4, 'rank_sort': 3, 'total': 153, 'league_id': 83393, 'rank_count': 6, 'entry_percentile_rank': 50}]",[],1,1
139546,BLAKO FPL,,2025-07-21T22:15:56.958542Z,False,,,x,c,742539.0,1,False,True,True,True,2956619.0,True,35,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2372, 'league_id': 139546, 'rank_count': 35, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 18, 'last_rank': 13, 'rank_sort': 18, 'total': 153, 'league_id': 139546, 'rank_count': 35, 'entry_percentile_rank': 55}]",[],1,1
220991,WELLZ'S FPL,,2025-07-22T19:10:35.770726Z,False,,,x,c,1258640.0,1,False,False,False,True,3036158.0,True,31,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2372, 'league_id': 220991, 'rank_count': 31, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 11, 'last_rank': 9, 'rank_sort': 11, 'total': 153, 'league_id': 220991, 'rank_count': 31, 'entry_percentile_rank': 40}]",[],1,1
