name,time,event
wildcard,2025-09-01T21:38:33.087903Z,4
bboost,2025-09-13T18:12:23.714131Z,5
3xc,2025-09-26T15:08:21.698920Z,6
freehit,2025-12-06T14:30:19.833945Z,16
3xc,2026-02-10T08:19:06.832488Z,26
wildcard,2026-03-21T19:59:30.469957Z,32
bboost,2026-04-10T18:47:16.636708Z,33
freehit,2026-04-18T20:44:58.385991Z,34
