event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,64,64,1939861,2088882,1939861,25,0,1000,0,0,9
2,43,107,7829949,7890600,4165562,75,0,1001,1,0,13
3,58,165,2167081,2207303,2444832,20,40,1005,1,0,5
4,85,250,515888,541012,843123,5,0,1003,0,0,10
5,58,308,809507,853583,405858,10,0,1009,0,0,15
6,84,392,148764,154545,93019,5,39,1013,2,0,5
7,77,469,1763930,1802512,69393,15,0,1015,1,0,6
8,96,565,47406,50047,8618,1,0,1021,0,0,13
9,46,611,5967855,6008535,14934,50,0,1024,1,0,0
10,90,701,339537,347697,5916,5,6,1030,2,0,12
11,49,750,1653417,1727167,2962,15,6,1035,0,0,4
12,47,797,3070864,3100150,2914,25,0,1035,2,0,5
13,75,872,34885,39930,236,1,0,1035,0,0,4
14,80,952,955169,998140,141,10,0,1035,0,0,10
15,61,1013,2085920,2141000,121,20,0,1034,0,0,12
16,98,1111,98263,103405,27,1,1,1026,5,0,4
17,63,1174,7776753,7794769,177,65,8,1033,1,0,6
18,32,1206,11103036,11121410,629,90,21,1036,1,0,11
19,46,1252,3777196,3817524,432,30,24,1037,1,0,10
20,59,1311,1344039,1368724,315,15,8,1037,1,0,3
21,58,1369,3064983,3110080,313,25,2,1037,1,0,9
22,54,1423,1338244,1349146,150,15,7,1036,1,0,19
23,37,1460,9508475,9555015,205,75,0,1038,1,0,5
24,60,1520,4488524,4525825,317,40,5,1038,1,0,0
25,80,1600,564195,577828,196,5,0,1039,1,0,3
26,99,1699,29210,30217,29,1,3,1040,1,0,3
27,48,1747,4731004,4886642,30,40,3,1040,0,0,6
28,80,1827,794066,811586,21,10,6,1037,1,0,2
29,59,1886,5203911,5222114,37,45,66,1038,2,0,2
30,56,1942,1774741,1809351,46,15,30,1042,1,0,15
31,56,1998,2314594,2334789,67,20,34,1047,1,0,10
32,58,2056,2553534,2706210,79,20,15,1037,0,0,13
33,98,2154,1156800,1182885,196,10,15,1038,0,0,19
34,61,2215,834897,882175,196,10,15,1038,0,0,2
35,61,2276,2475397,2593971,155,20,15,1041,0,0,16
36,100,2376,303649,307971,46,5,1,1043,3,0,0
37,23,2399,6759588,6800114,64,55,4,1045,1,0,23
