season_name,total_points,rank
2013/14,1922,1328665
2014/15,1689,1675369
2015/16,1803,1768887
2016/17,1942,907873
2017/18,1935,1716394
2018/19,1925,2791539
2019/20,2203,283619
2020/21,2476,15625
2021/22,2088,2018081
2022/23,2316,1360243
2023/24,1794,7283936
2024/25,1975,5766435
