event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,974819,958151,15,15,1000,0,0,16
2,58,124,3246811,3249566,1291984,35,4,1001,2,4,9
3,48,172,5521517,5532930,1605188,50,14,1008,1,0,4
4,81,253,969970,979338,696784,10,14,1010,0,0,6
5,58,311,895251,900223,336863,10,7,1011,1,0,6
6,83,394,178139,180240,82769,5,21,1011,2,0,7
7,81,475,1038947,1045449,45401,10,20,1014,1,0,5
8,67,542,2944524,2954348,58742,25,11,1017,1,0,6
9,40,578,8384673,8393489,153940,70,4,1015,2,4,33
10,72,650,4044716,4056343,186416,35,16,1014,1,0,7
11,39,689,5499544,5520617,208053,45,5,1014,0,0,13
12,37,726,6714142,6726035,285268,55,9,1019,1,0,2
13,42,768,3252911,3263280,299105,30,4,1020,1,0,3
14,77,845,1540834,1547745,216541,15,6,1020,1,0,3
15,58,903,2813572,2822758,184292,25,6,1020,0,0,12
16,93,996,228603,231229,86613,5,8,1020,5,0,0
17,86,1082,1824909,1831204,72912,15,8,1024,1,0,8
18,72,1154,170277,170899,19852,5,18,1025,1,0,27
19,35,1189,8721880,8745367,27173,70,18,1025,0,0,5
20,60,1245,1216711,1219977,22515,10,1,1028,2,4,11
21,56,1301,3739456,3749938,23131,30,10,1027,1,0,18
22,42,1343,5070408,5091449,22459,40,10,1033,0,0,18
23,41,1384,7790458,7796965,23767,65,12,1035,2,0,17
24,84,1464,118234,119215,10821,1,12,1033,2,4,8
25,72,1536,1776432,1791149,10272,15,12,1036,0,0,7
26,73,1609,2061246,2065640,8320,20,0,1037,2,0,8
27,40,1649,8825561,8852807,12522,70,0,1039,0,0,12
28,83,1732,532027,535918,8127,5,13,1039,2,0,1
29,76,1808,1399127,1403401,4184,15,3,1038,1,0,4
30,56,1860,1820889,1825369,5571,15,40,1039,2,4,12
31,59,1919,1727710,1733176,5756,15,44,1040,1,0,0
32,53,1972,4192241,4220495,7625,35,5,1039,0,0,24
33,122,2094,226985,228876,5187,5,2,1038,1,0,0
34,68,2162,331563,338249,3547,5,2,1038,0,0,12
35,72,2234,525315,530050,1571,5,2,1042,0,0,5
36,108,2342,63350,63848,399,1,9,1041,2,0,11
37,16,2358,9470133,9479744,691,75,6,1042,1,0,14
