event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,76,76,400600,424998,400600,5,0,1000,0,0,4
2,55,131,4022520,4062181,618467,40,15,1002,1,0,9
3,61,188,1532307,1546954,424932,15,45,1010,2,4,6
4,84,268,684930,690294,215979,10,0,1012,2,4,3
5,52,320,2254862,2281777,169343,20,10,1019,1,0,8
6,64,384,2017269,2039202,176758,20,15,1020,0,0,14
7,92,476,146146,149612,41802,5,1,1023,1,0,0
8,87,563,235273,238952,10914,5,19,1032,1,0,18
9,35,594,10292859,10307887,55302,85,10,1035,2,4,28
10,75,669,3046176,3074896,61790,25,0,1040,1,0,9
11,49,718,1801836,1825165,37297,15,8,1043,1,0,12
12,45,763,3635691,3664236,37230,30,11,1041,1,0,10
13,74,837,43105,49004,5059,1,11,1041,0,0,4
14,84,917,589372,594386,2958,5,12,1038,2,4,5
15,70,987,805565,812825,1138,10,10,1040,1,0,10
16,78,1065,1531097,1539718,1281,15,1,1046,3,0,4
17,90,1155,1258105,1264546,759,10,18,1046,3,0,6
18,57,1212,1678147,1689807,418,15,30,1052,1,0,18
19,35,1247,9040768,9073484,679,75,37,1048,1,0,4
20,66,1313,515789,523310,291,5,18,1048,1,0,18
21,56,1369,3739456,3766246,333,30,13,1050,1,0,8
22,43,1412,4905290,4935170,338,40,3,1052,1,0,20
23,38,1450,8775259,8850151,435,70,3,1055,0,0,27
24,74,1524,821006,830981,260,10,8,1055,2,0,3
25,67,1591,3297839,3356697,381,30,8,1058,0,0,9
26,75,1666,1600438,1615959,285,15,3,1060,1,0,14
27,45,1711,6629336,6648690,337,55,5,1061,2,0,8
28,71,1782,2142961,2159491,477,20,1,1065,1,0,13
29,66,1848,3340606,3355808,435,30,1,1064,1,0,14
30,45,1893,5295890,5367864,910,45,1,1066,0,0,9
31,66,1951,674374,675924,1036,10,61,1062,4,8,2
32,55,2006,3494686,3577306,1330,30,38,1057,0,0,12
33,128,2134,126689,131924,699,1,63,1054,1,0,0
34,65,2199,506629,528942,525,5,63,1054,0,0,4
35,56,2255,4156291,4239328,520,35,63,1056,0,0,21
36,84,2339,2348441,2365088,479,20,39,1059,2,0,18
37,16,2355,9470133,9490371,810,75,6,1062,1,0,11
