event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,77,77,340882,359449,340882,5,0,1000,0,0,5
2,52,129,4994518,5029861,764559,50,0,1001,1,0,13
3,51,180,4387444,4413700,840681,40,35,1007,1,0,7
4,80,260,1203872,1216633,410090,15,4,1007,1,0,17
5,57,317,962971,985864,206653,10,4,1011,0,0,0
6,68,385,1402196,1419899,156612,15,4,1012,0,0,1
7,78,463,1476458,1500735,105753,15,1,1009,0,0,6
8,102,565,17073,17339,8618,1,3,1019,2,0,6
9,40,605,8309233,8335950,23843,70,1,1025,1,0,18
10,80,685,1694326,1712852,20026,15,3,1033,1,0,7
11,56,741,616207,621177,6403,5,2,1034,2,0,5
12,55,796,1248967,1261341,3161,15,7,1038,1,0,5
13,67,863,156857,161392,534,5,7,1041,0,0,5
14,67,930,4237626,4264952,1004,35,2,1041,1,0,2
15,49,975,6216581,6233625,2737,50,2,1043,2,4,7
16,92,1067,267112,273468,1107,5,31,1045,5,0,4
17,82,1149,2543657,2565548,1160,25,31,1052,0,0,6
18,52,1201,3092842,3109287,904,25,32,1054,2,0,5
19,40,1241,6561034,6590831,1026,55,22,1053,1,0,9
20,69,1310,319904,324577,361,5,5,1053,1,0,2
21,60,1370,2453466,2474593,301,20,7,1051,1,0,10
22,40,1410,6437818,6470023,390,55,23,1052,1,0,15
23,35,1445,10017678,10070200,593,80,23,1054,0,0,14
24,73,1518,942179,951126,384,10,15,1055,1,0,3
25,63,1581,5129585,5143251,710,45,30,1053,2,0,5
26,65,1646,4076431,4119724,1003,35,30,1055,0,0,4
27,55,1701,2231460,2266893,634,20,30,1054,0,0,11
28,91,1792,131024,132573,254,5,44,1050,3,0,2
29,40,1832,10186397,10216403,1112,80,44,1053,0,0,13
30,61,1893,774708,796182,885,10,44,1057,0,0,18
31,64,1957,911117,921082,720,10,25,1059,2,0,3
32,69,2026,691452,695070,452,10,18,1060,2,0,9
33,118,2144,296381,301890,375,5,18,1057,0,0,24
34,58,2202,1287588,1290831,441,10,16,1058,1,0,0
35,75,2277,317660,325747,153,5,1,1054,0,0,17
36,106,2383,85125,86502,29,1,1,1061,0,0,0
37,13,2396,10501050,10503967,82,85,1,1061,2,0,9
