element_in,element_in_cost,element_out,element_out_cost,entry,event,time
107,48,373,61,4061379,37,2026-05-15T11:34:03.813316Z
252,40,624,77,4061379,36,2026-05-05T09:41:38.470970Z
430,146,64,87,4061379,36,2026-05-05T09:41:38.464004Z
411,51,226,54,4061379,35,2026-04-30T18:11:44.834907Z
64,87,430,142,4061379,34,2026-04-24T08:18:40.912468Z
624,77,100,46,4061379,34,2026-04-24T08:18:40.912012Z
373,62,260,51,4061379,34,2026-04-24T08:18:40.906498Z
370,57,74,45,4061379,31,2026-03-20T17:28:56.929616Z
249,78,430,142,4061379,31,2026-03-20T17:28:56.929456Z
337,62,100,47,4061379,31,2026-03-20T17:28:56.929302Z
517,55,21,72,4061379,31,2026-03-20T17:28:56.929142Z
119,86,82,81,4061379,31,2026-03-20T17:28:56.928975Z
373,63,226,55,4061379,31,2026-03-20T17:28:56.928777Z
568,51,260,51,4061379,31,2026-03-20T17:28:56.928621Z
476,50,5,69,4061379,31,2026-03-20T17:28:56.928465Z
318,44,694,45,4061379,31,2026-03-20T17:28:56.928289Z
314,49,1,58,4061379,31,2026-03-20T17:28:56.928064Z
387,69,329,59,4061379,29,2026-03-03T15:43:37.466502Z
136,71,249,74,4061379,28,2026-02-24T22:14:29.617956Z
100,47,691,57,4061379,27,2026-02-19T11:26:04.719919Z
260,52,291,56,4061379,27,2026-02-19T11:26:04.714758Z
82,80,488,70,4061379,27,2026-02-19T08:13:45.254837Z
226,57,225,56,4061379,25,2026-02-06T11:28:33.583823Z
249,72,136,66,4061379,24,2026-01-27T15:31:18.368345Z
449,94,414,85,4061379,24,2026-01-27T15:29:57.689941Z
694,45,408,56,4061379,24,2026-01-27T15:29:57.680070Z
329,58,160,59,4061379,21,2026-01-06T14:46:18.150143Z
5,66,8,63,4061379,21,2026-01-04T10:20:17.762794Z
488,70,82,73,4061379,19,2025-12-30T12:25:39.552374Z
733,50,287,55,4061379,19,2025-12-30T12:25:39.546676Z
47,70,237,66,4061379,16,2025-12-11T17:43:44.973038Z
225,56,256,58,4061379,16,2025-12-11T17:43:44.967628Z
21,71,418,66,4061379,16,2025-12-08T21:42:44.958422Z
691,55,178,66,4061379,16,2025-12-08T21:42:44.957907Z
414,85,119,82,4061379,16,2025-12-08T21:42:44.951007Z
408,56,72,48,4061379,15,2025-12-04T13:06:25.855829Z
178,66,283,80,4061379,15,2025-12-04T13:06:25.854909Z
418,66,21,68,4061379,15,2025-12-04T13:06:25.846051Z
8,63,5,63,4061379,14,2025-11-30T18:59:09.473579Z
283,79,714,73,4061379,11,2025-11-03T16:41:52.969548Z
119,81,419,68,4061379,10,2025-10-26T23:20:43.888161Z
21,66,427,56,4061379,9,2025-10-23T13:32:02.197360Z
714,72,666,90,4061379,8,2025-10-16T19:10:36.414449Z
237,67,449,90,4061379,7,2025-10-03T13:51:29.245414Z
666,90,249,76,4061379,7,2025-10-03T13:51:29.244826Z
160,59,515,74,4061379,7,2025-10-03T13:42:25.878425Z
291,55,575,46,4061379,7,2025-10-03T13:42:25.878160Z
5,62,224,60,4061379,7,2025-10-03T13:42:25.877845Z
1,56,567,39,4061379,7,2025-10-03T13:42:25.877565Z
136,60,525,74,4061379,7,2025-10-03T13:42:25.877161Z
74,45,514,39,4061379,6,2025-09-21T19:59:59.870853Z
72,47,578,39,4061379,6,2025-09-21T19:59:59.864039Z
419,67,558,45,4061379,4,2025-09-01T17:17:02.432556Z
515,75,235,105,4061379,3,2025-08-29T15:00:49.703911Z
525,77,562,45,4061379,3,2025-08-27T15:52:42.738947Z
249,75,624,79,4061379,3,2025-08-25T15:09:09.917695Z
666,90,525,76,4061379,2,2025-08-19T20:00:00.684053Z
21,65,558,45,4061379,2,2025-08-19T19:53:41.775590Z
525,76,624,80,4061379,2,2025-08-19T19:53:41.775254Z
