name,time,event
freehit,2025-08-19T19:42:16.290499Z,2
wildcard,2025-10-03T09:35:04.467897Z,7
3xc,2025-11-28T13:20:05.668741Z,13
bboost,2025-12-26T10:55:07.535004Z,18
freehit,2026-03-20T17:15:33.548377Z,31
3xc,2026-04-14T13:50:27.661035Z,33
bboost,2026-05-05T09:42:28.930076Z,36
