season_name,total_points,rank
2016/17,2008,568020
2017/18,2193,139492
2018/19,2096,878744
2019/20,2242,153259
2020/21,2195,946145
2021/22,2383,356226
2022/23,2283,1708986
2023/24,2461,153716
2024/25,2471,210059
