event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,88,88,44438,47129,44438,1,5,1000,0,0,0
2,64,152,1780285,1797318,37929,20,5,1001,1,0,1
3,75,227,145077,146464,2707,5,14,1003,1,0,1
4,76,303,2009724,2024748,4170,20,19,1006,1,0,1
5,53,356,1811822,1841691,3635,20,19,1007,0,0,10
6,54,410,4215389,4225980,19138,40,16,1006,1,0,11
7,47,457,9603358,9605785,165822,80,0,1007,2,0,19
8,72,529,1736206,1749644,138455,15,16,1010,1,0,13
9,41,570,7627870,7667118,234381,65,3,1006,0,0,10
10,75,645,2895010,2919844,233196,25,3,1014,0,0,15
11,52,697,1151106,1163161,131095,10,4,1015,1,0,12
12,50,747,2261110,2271358,95378,20,4,1016,2,0,12
13,68,815,151723,152377,23364,5,0,1019,1,0,11
14,84,899,521034,529263,10224,5,0,1022,0,0,9
15,64,963,1641604,1649252,6287,15,6,1025,2,0,5
16,64,1027,4973759,4979052,15901,40,4,1033,2,0,7
17,68,1095,6508889,6520074,36281,55,0,1037,1,0,27
18,48,1143,4703385,4706149,35839,40,4,1035,4,0,8
19,44,1187,4323652,4368463,29903,35,4,1036,0,0,11
20,80,1267,41764,42463,6374,1,4,1031,1,0,4
21,57,1324,3395272,3414911,6305,30,2,1032,1,0,11
22,42,1366,5070408,5117071,6365,40,2,1035,0,0,6
23,45,1411,5898494,5910348,5269,50,16,1036,2,0,2
24,73,1484,942179,949846,3441,10,0,1037,1,0,5
25,61,1545,5594309,5634957,6057,45,0,1041,0,0,12
26,73,1618,2061246,2069762,5022,20,0,1038,2,0,7
27,46,1664,5681550,5739140,5504,45,0,1039,0,0,20
28,86,1750,327592,332365,3034,5,3,1039,2,0,4
29,67,1817,3107063,3118088,2500,25,14,1039,1,0,3
30,50,1867,3580522,3598066,3740,30,16,1044,1,0,19
31,80,1947,20998,21168,1272,1,6,1047,1,0,0
32,71,2018,485184,489359,670,5,22,1049,1,0,11
33,97,2115,1226588,1238280,1881,10,19,1025,0,0,14
34,59,2174,1051813,1082361,1956,10,19,1026,0,0,9
35,70,2244,804496,810608,933,10,33,1028,1,0,0
36,91,2335,1024132,1035459,577,10,33,1027,0,0,12
37,16,2351,9507648,9515478,973,75,11,1027,2,0,17
