element,position,multiplier,player_name
502,1,1,Matz Sels
291,2,1,James Tarkowski
575,3,1,Micky van de Ven
508,4,1,Neco Williams
505,5,1,Nikola Milenković
299,6,1,Iliman Ndiaye
381,7,1,Mohamed Salah
427,8,1,Tijjani Reijnders
384,9,1,Cody Gakpo
430,10,2,Erling Haaland
249,11,1,João Pedro Junqueira de Jesus
470,12,0,Martin Dúbravka
158,13,0,Georginio Rutter
603,14,0,El Hadji Malick Diouf
252,15,0,Marc Guiu Paz
