element_in,element_in_cost,element_out,element_out_cost,entry,event,time
6,62,256,58,7971013,37,2026-05-15T03:53:36.335590Z
242,53,266,72,7971013,37,2026-05-15T03:53:36.335183Z
16,100,82,81,7971013,37,2026-05-15T03:53:36.329271Z
5,72,228,49,7971013,35,2026-04-30T18:42:43.011004Z
266,72,235,105,7971013,35,2026-04-30T18:42:43.003092Z
541,38,694,46,7971013,34,2026-04-24T05:06:14.405741Z
547,48,517,56,7971013,34,2026-04-24T05:06:14.405509Z
136,74,526,58,7971013,34,2026-04-24T05:06:14.405242Z
64,87,249,76,7971013,34,2026-04-24T04:48:26.568322Z
526,58,691,56,7971013,34,2026-04-24T04:48:26.568118Z
624,77,430,144,7971013,34,2026-04-24T04:48:26.567928Z
717,65,163,51,7971013,34,2026-04-24T04:48:26.567728Z
381,140,235,105,7971013,34,2026-04-24T04:48:26.567517Z
242,51,82,82,7971013,34,2026-04-24T04:48:26.567281Z
517,56,84,54,7971013,34,2026-04-24T04:48:26.567088Z
5,71,228,49,7971013,34,2026-04-24T04:48:26.566893Z
373,62,72,51,7971013,34,2026-04-24T04:48:26.566681Z
568,51,256,58,7971013,34,2026-04-24T04:48:26.566441Z
694,46,151,45,7971013,34,2026-04-24T04:48:26.566202Z
606,45,411,50,7971013,34,2026-04-24T04:48:26.565981Z
369,39,341,39,7971013,34,2026-04-24T04:48:26.565761Z
1,60,139,45,7971013,34,2026-04-24T04:48:26.565444Z
72,51,74,47,7971013,32,2026-04-09T22:41:45.427425Z
151,45,77,42,7971013,32,2026-04-09T21:59:29.611042Z
74,47,684,51,7971013,32,2026-04-09T21:59:29.610756Z
228,49,151,45,7971013,32,2026-04-09T21:56:53.170803Z
163,51,157,61,7971013,32,2026-04-09T21:56:53.170440Z
684,51,343,43,7971013,32,2026-04-09T11:42:31.083733Z
691,56,178,62,7971013,32,2026-04-09T11:42:31.083571Z
157,61,354,49,7971013,32,2026-04-09T11:42:31.083316Z
178,62,136,72,7971013,32,2026-04-08T10:56:39.003064Z
249,78,661,88,7971013,32,2026-04-08T10:56:39.002872Z
354,49,242,50,7971013,32,2026-04-08T10:56:39.002681Z
84,54,517,54,7971013,32,2026-04-08T10:56:39.002485Z
235,106,485,73,7971013,32,2026-04-08T10:56:39.002285Z
82,82,120,69,7971013,32,2026-04-08T10:56:39.002069Z
256,58,683,40,7971013,32,2026-04-08T10:56:39.001877Z
343,43,317,45,7971013,32,2026-04-08T10:56:39.001681Z
77,42,5,70,7971013,32,2026-04-08T10:56:39.001480Z
151,45,684,50,7971013,32,2026-04-08T10:56:39.001257Z
411,50,508,47,7971013,32,2026-04-08T10:56:39.001040Z
341,39,470,40,7971013,32,2026-04-08T10:56:39.000836Z
