id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
14,Man Utd,team-14,2025-07-20T23:14:28.555028Z,False,,,s,c,,1,False,False,False,True,2849441.0,True,1909128,1,"[{'phase': 1, 'rank': 8, 'last_rank': 6, 'rank_sort': 8, 'total': 2409, 'league_id': 14, 'rank_count': 1909128, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 608961, 'last_rank': 423638, 'rank_sort': 610664, 'total': 160, 'league_id': 14, 'rank_count': 1909128, 'entry_percentile_rank': 35}]",[],8,6
263,Scotland,region-243,2025-07-20T23:14:33.034163Z,False,,,s,c,,1,False,False,False,True,2872810.0,True,206427,1,"[{'phase': 1, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 2409, 'league_id': 263, 'rank_count': 206427, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 63721, 'last_rank': 49677, 'rank_sort': 63902, 'total': 160, 'league_id': 263, 'rank_count': 206427, 'entry_percentile_rank': 35}]",[],2,2
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 36, 'last_rank': 27, 'rank_sort': 36, 'total': 2409, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 3109484, 'last_rank': 2438873, 'rank_sort': 3119606, 'total': 160, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 35}]",[],36,27
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 36, 'last_rank': 27, 'rank_sort': 36, 'total': 2409, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 3651737, 'last_rank': 2909218, 'rank_sort': 3661859, 'total': 160, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 30}]",[],36,27
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 16, 'last_rank': 10, 'rank_sort': 16, 'total': 2409, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1228870, 'last_rank': 943799, 'rank_sort': 1232910, 'total': 160, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 35}]",[],16,10
332,TNT Sports League,man-brd-tntsports,2025-07-20T23:14:34.259083Z,False,,,s,c,,1,False,False,False,True,2858408.0,True,694190,1,"[{'phase': 1, 'rank': 8, 'last_rank': 7, 'rank_sort': 8, 'total': 2409, 'league_id': 332, 'rank_count': 694190, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 292339, 'last_rank': 221172, 'rank_sort': 293393, 'total': 160, 'league_id': 332, 'rank_count': 694200, 'entry_percentile_rank': 45}]",[],8,7
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 1800, 'last_rank': 1116, 'rank_sort': 1805, 'total': 1129, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 3651737, 'last_rank': 2909218, 'rank_sort': 3661859, 'total': 160, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 30}]",[],1800,1116
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 17, 'last_rank': 12, 'rank_sort': 17, 'total': 2409, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 556573, 'last_rank': 450256, 'rank_sort': 558886, 'total': 160, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 55}]",[],17,12
160864,Angus League,,2025-07-22T07:29:08.042134Z,False,,,x,c,930533.0,1,False,False,False,True,2960225.0,True,34,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2409, 'league_id': 160864, 'rank_count': 34, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 22, 'last_rank': 14, 'rank_sort': 22, 'total': 160, 'league_id': 160864, 'rank_count': 34, 'entry_percentile_rank': 65}]",[],1,1
1251949,CC league,,2025-08-11T15:40:07.702073Z,False,,,x,c,5106980.0,1,False,False,False,True,4292412.0,True,4,25,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2409, 'league_id': 1251949, 'rank_count': 4, 'entry_percentile_rank': 25}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 160, 'league_id': 1251949, 'rank_count': 4, 'entry_percentile_rank': 50}]",[],1,1
