h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.513845,1.50937,0.513845,1.50937,"{'att': 260, 'def': 11}","{'att': 231, 'def': 23}",1,7,0,0,0.5669,d,2024-08-18 15:00:00,0,1,0,1,-0.9955250000000001
h,1.52541,0.876338,1.52541,0.876338,"{'att': 355, 'def': 21}","{'att': 135, 'def': 13}",4,7,2,0,1.9140000000000001,w,2024-08-25 15:00:00,1,0,0,3,0.649072
a,1.69437,0.745975,0.934273,0.745975,"{'att': 323, 'def': 15}","{'att': 143, 'def': 19}",6,2,3,1,2.2055,w,2024-08-31 17:00:00,1,0,0,3,0.18829799999999997
h,1.43325,0.549218,1.43325,0.549218,"{'att': 414, 'def': 24}","{'att': 316, 'def': 12}",9,9,1,2,2.1433999999999997,l,2024-09-15 15:00:00,0,0,1,0,0.8840319999999999
a,1.28588,0.82486,1.28588,0.0647651,"{'att': 279, 'def': 26}","{'att': 273, 'def': 22}",4,2,1,1,1.7373,d,2024-09-22 15:00:00,0,1,0,1,1.2211149
h,2.61562,1.0242,2.61562,0.264104,"{'att': 207, 'def': 17}","{'att': 326, 'def': 16}",6,3,2,2,2.4981,d,2024-09-29 15:00:00,0,1,0,1,2.3515159999999997
a,0.765938,2.43324,0.765938,2.43324,"{'att': 364, 'def': 13}","{'att': 221, 'def': 22}",3,22,0,2,0.35409999999999997,l,2024-10-06 13:00:00,0,0,1,0,-1.667302
h,0.832336,0.776883,0.832336,0.776883,"{'att': 309, 'def': 23}","{'att': 242, 'def': 25}",6,9,1,1,1.3942,d,2024-10-20 15:00:00,0,1,0,1,0.055452999999999975
a,0.761926,1.99679,0.761926,1.99679,"{'att': 332, 'def': 33}","{'att': 306, 'def': 15}",6,6,1,3,0.47020000000000006,l,2024-10-27 16:00:00,0,0,1,0,-1.234864
h,1.25901,0.876221,1.25901,0.876221,"{'att': 492, 'def': 24}","{'att': 163, 'def': 15}",1,5,1,2,1.6248,l,2024-11-03 19:45:00,0,0,1,0,0.38278899999999993
a,1.49891,3.74705,0.738813,2.98696,"{'att': 400, 'def': 19}","{'att': 195, 'def': 24}",6,6,2,3,0.1794,l,2024-11-09 18:00:00,0,0,1,0,-2.248147
h,0.846924,0.977121,0.846924,0.977121,"{'att': 154, 'def': 26}","{'att': 349, 'def': 7}",8,1,0,2,1.1987999999999999,l,2024-11-24 16:00:00,0,0,1,0,-0.130197
a,0.742742,3.85838,0.742742,3.85838,"{'att': 451, 'def': 15}","{'att': 106, 'def': 19}",3,22,1,1,0.0638,d,2024-11-30 20:00:00,0,1,0,1,-3.1156379999999997
h,1.70972,0.285927,1.70972,0.285927,"{'att': 322, 'def': 28}","{'att': 195, 'def': 5}",7,4,1,0,2.5289,w,2024-12-08 16:00:00,1,0,0,3,1.4237929999999999
a,1.39913,2.20104,1.39913,2.20104,"{'att': 346, 'def': 21}","{'att': 269, 'def': 15}",5,1,1,4,0.8089,l,2024-12-15 16:00:00,0,0,1,0,-0.8019099999999999
a,1.07277,1.13415,0.312679,1.13415,"{'att': 405, 'def': 12}","{'att': 179, 'def': 17}",2,8,1,1,1.3119,d,2025-01-04 18:00:00,0,1,0,1,-0.8214710000000001
h,1.41184,3.48791,1.41184,3.48791,"{'att': 403, 'def': 25}","{'att': 136, 'def': 20}",4,7,2,2,0.25689999999999996,d,2025-01-10 18:00:00,0,1,0,1,-2.0760699999999996
a,1.36031,0.836137,1.36031,0.836137,"{'att': 378, 'def': 18}","{'att': 109, 'def': 19}",2,8,1,1,1.8229000000000002,d,2025-01-19 14:00:00,0,1,0,1,0.5241729999999999
h,1.62983,1.61762,1.62983,1.61762,"{'att': 388, 'def': 22}","{'att': 225, 'def': 15}",4,17,1,1,1.42,d,2025-01-26 16:15:00,0,1,0,1,0.012209999999999832
a,1.41652,0.960868,1.41652,0.960868,"{'att': 248, 'def': 15}","{'att': 231, 'def': 18}",6,9,2,1,1.7374999999999998,w,2025-02-02 16:15:00,1,0,0,3,0.45565199999999995
h,1.45114,2.49765,1.45114,2.49765,"{'att': 184, 'def': 15}","{'att': 288, 'def': 17}",6,4,0,2,0.6491,l,2025-02-07 16:00:00,0,0,1,0,-1.04651
a,1.36606,5.14782,1.36606,4.38773,"{'att': 258, 'def': 13}","{'att': 186, 'def': 31}",3,22,1,7,0.054599999999999996,l,2025-02-15 18:00:00,0,0,1,0,-3.0216700000000003
h,4.25273,2.06191,3.49264,1.30181,"{'att': 348, 'def': 30}","{'att': 170, 'def': 28}",10,6,3,1,2.6483,w,2025-02-23 14:00:00,1,0,0,3,2.19083
a,0.838148,2.61727,0.838148,2.61727,"{'att': 501, 'def': 33}","{'att': 114, 'def': 28}",5,12,0,2,0.35519999999999996,l,2025-03-02 19:45:00,0,0,1,0,-1.779122
h,0.66134,1.17018,0.66134,1.17018,"{'att': 338, 'def': 15}","{'att': 225, 'def': 16}",8,4,0,1,0.8916,l,2025-03-09 16:15:00,0,0,1,0,-0.50884
h,2.00991,2.45036,2.00991,2.45036,"{'att': 396, 'def': 8}","{'att': 193, 'def': 29}",5,15,1,0,1.1011,w,2025-03-15 16:00:00,1,0,0,3,-0.4404499999999998
a,1.06585,4.01379,1.06585,2.4936,"{'att': 253, 'def': 21}","{'att': 246, 'def': 27}",2,10,2,3,0.0635,l,2025-03-30 16:15:00,0,0,1,0,-1.4277499999999999
a,0.945149,2.17922,0.945149,2.17922,"{'att': 306, 'def': 18}","{'att': 110, 'def': 24}",1,10,2,1,0.5376,w,2025-04-04 18:45:00,1,0,0,3,-1.234071
a,0.702331,2.52992,0.702331,1.76983,"{'att': 323, 'def': 13}","{'att': 177, 'def': 32}",0,3,1,2,0.20800000000000002,l,2025-04-18 18:45:00,0,0,1,0,-1.067499
h,0.520926,2.30552,0.520926,2.30552,"{'att': 423, 'def': 13}","{'att': 130, 'def': 23}",3,15,1,1,0.2477,d,2025-04-22 18:45:00,0,1,0,1,-1.784594
h,1.33764,0.410988,1.33764,0.410988,"{'att': 198, 'def': 18}","{'att': 290, 'def': 10}",1,4,0,0,2.1891,d,2025-04-27 15:15:00,0,1,0,1,0.9266519999999999
h,0.14126,0.727966,0.14126,0.727966,"{'att': 242, 'def': 21}","{'att': 305, 'def': 28}",6,4,0,1,0.6446000000000001,l,2025-05-04 13:00:00,0,0,1,0,-0.586706
a,0.823377,0.624481,0.823377,0.624481,"{'att': 400, 'def': 24}","{'att': 237, 'def': 23}",0,7,1,1,1.5494999999999999,d,2025-05-10 19:00:00,0,1,0,1,0.19889600000000007
h,3.00657,0.602786,2.24647,0.602786,"{'att': 362, 'def': 23}","{'att': 290, 'def': 21}",3,2,3,0,2.8007999999999997,w,2025-05-17 19:00:00,1,0,0,3,1.643684
