event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,66,66,1560764,1567263,1560765,20,0,1000,0,0,9
2,38,104,8927235,8930959,4706099,85,0,1001,0,0,12
3,65,165,890269,890461,2503597,10,7,1003,3,4,7
4,77,242,1783348,1785190,1445933,20,5,1004,1,0,10
5,50,292,2714461,2720153,1149948,25,5,1006,0,0,1
6,79,371,309573,310248,399970,5,5,1005,0,0,-1
7,76,447,2069527,2070068,311686,20,12,1008,3,0,10
8,89,536,159885,160510,87982,5,12,1013,0,0,8
9,43,579,7148972,7150817,144438,60,9,1018,2,0,7
10,82,661,1200105,1201952,99284,10,9,1019,0,0,7
11,51,712,1387338,1388572,55036,15,2,1020,2,0,16
12,57,769,904402,905507,24626,10,2,1020,0,0,5
13,63,832,255015,256660,7257,5,2,1020,0,0,6
14,66,898,4571241,4575453,11145,40,14,1018,1,0,9
15,57,955,3314455,3316454,10989,30,14,1020,2,0,26
16,82,1037,1008331,1010377,8845,10,0,1028,5,0,11
17,74,1111,4623817,4626638,15093,40,0,1034,0,0,8
18,45,1156,5612086,5615945,17342,45,1,1025,0,0,20
19,54,1210,1244539,1246109,7987,10,1,1026,0,0,0
20,68,1278,341272,342291,3205,5,1,1025,0,0,18
21,60,1338,2294050,2298058,2647,20,1,1025,0,0,9
22,52,1390,1767319,1768173,1433,15,1,1025,2,0,12
23,29,1419,11866836,11868048,3155,95,15,1028,1,0,15
24,83,1502,142668,143160,1091,5,4,1027,1,0,9
25,61,1563,5920635,5921972,2147,50,13,1030,2,0,5
26,79,1642,873288,874882,1259,10,13,1034,0,0,10
27,39,1681,9322996,9329771,2088,75,13,1034,0,0,8
28,89,1770,202943,202981,948,5,5,1030,5,0,6
29,58,1828,5246727,5251009,1372,45,5,1037,0,0,7
30,52,1880,2688946,2694439,1851,25,5,1041,0,0,25
31,59,1939,1727710,1729788,1947,15,71,1044,1,0,3
32,53,1992,4192241,4201189,2652,35,71,1048,0,0,11
33,101,2093,967215,969527,5245,10,71,1044,0,0,26
34,70,2163,273749,273799,3367,5,0,1042,4,0,2
35,67,2230,1131569,1134123,1911,10,15,1039,0,0,6
36,103,2333,164046,164388,649,5,4,1042,1,0,0
37,28,2361,4659005,4663276,556,40,4,1043,0,0,20
