season_name,total_points,rank
2006/07,1757,171002
2007/08,1161,1448197
2008/09,1442,1260258
2010/11,1904,276863
2011/12,1804,797395
2012/13,1998,229230
2013/14,2027,933246
2014/15,1831,943758
2015/16,2029,497128
2016/17,1865,1390982
2017/18,1918,1861654
2018/19,1982,2096013
2019/20,2177,397455
2020/21,2286,422305
2021/22,2346,475211
2022/23,2441,408849
2023/24,2080,3788331
2024/25,2178,3168241
