name,time,event
wildcard,2025-09-10T07:04:39.986570Z,4
bboost,2025-10-31T17:39:52.104614Z,10
freehit,2025-11-28T21:24:48.926454Z,13
3xc,2025-12-20T10:05:20.767302Z,17
3xc,2026-02-10T08:24:47.151030Z,26
wildcard,2026-04-10T11:32:26.836718Z,32
bboost,2026-04-14T12:06:35.772307Z,33
freehit,2026-04-22T21:11:47.341783Z,34
