event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,47,47,6639003,6725375,6638992,75,0,1000,0,0,7
2,61,108,2290696,2317082,3840714,25,0,999,0,0,0
3,57,165,2494637,2513371,2444832,25,65,998,2,0,7
4,74,239,2509586,2531334,1682822,25,34,999,1,0,1
5,50,289,2714461,2761520,1333935,25,34,1002,0,0,2
6,88,377,63771,65600,274316,1,1,1001,1,0,8
7,89,466,267837,273189,86586,5,2,1003,1,0,3
8,93,559,81778,83524,14498,1,2,1013,0,0,3
9,53,612,3782504,3794892,14001,35,15,1016,2,0,6
10,66,678,6022672,6061216,32702,50,15,1022,0,0,11
11,59,737,345501,351113,8724,5,14,1023,1,0,10
12,74,811,80819,81659,843,1,16,1023,1,0,9
13,45,856,2228322,2259584,1041,20,16,1026,0,0,4
14,105,961,9040,9231,56,1,0,1025,1,0,5
15,51,1012,5115151,5157246,133,45,0,1031,0,0,6
16,92,1104,252054,252364,52,5,2,1032,1,0,13
17,86,1190,1759994,1776904,43,15,2,1037,0,0,7
18,44,1234,6071040,6124743,71,50,0,1039,0,0,14
19,87,1321,1452,1459,2,1,7,1039,3,0,0
20,49,1370,3765870,3785630,5,30,7,1039,1,0,10
21,54,1424,4225404,4278019,8,35,7,1041,0,0,15
22,39,1463,6637718,6703885,9,55,7,1045,0,0,29
23,43,1506,6838138,6853342,11,55,0,1045,2,0,19
24,65,1571,2787311,2803901,10,25,1,1041,2,0,6
25,81,1652,493903,497781,6,5,3,1040,2,0,5
26,49,1701,9623550,9662022,23,80,3,1040,0,0,6
27,43,1744,7236102,7315160,34,60,3,1042,0,0,19
28,70,1814,2226871,2253446,68,20,3,1044,0,0,2
29,67,1881,3107063,3120464,54,25,25,1040,1,0,15
30,47,1928,4480122,4541840,112,35,25,1040,0,0,6
31,64,1992,945697,947446,105,10,76,1037,4,0,2
32,71,2063,437591,449557,54,5,76,1040,0,0,6
33,105,2168,741179,752411,80,10,76,1036,0,0,22
34,62,2230,805411,807665,69,10,64,1037,1,0,0
35,48,2278,7423419,7495801,138,60,10,1038,0,0,4
36,75,2353,4334576,4371644,194,35,10,1044,0,0,17
37,69,2422,54755,55179,15,1,8,1043,1,0,0
