event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,67,67,1392305,1466523,1392305,15,5,1000,0,0,6
2,57,124,3290679,3337431,1190219,35,5,1000,0,0,12
3,95,219,1436,1454,8964,1,0,1005,2,0,0
4,76,295,2009724,2035095,11717,20,6,1008,1,0,14
5,59,354,676867,700266,4749,10,6,1013,0,0,23
6,52,406,4532325,4562153,27609,40,6,1014,0,0,20
7,68,474,4108983,4140028,46513,35,7,1013,1,0,4
8,95,569,61778,63126,5965,1,0,1015,1,0,8
9,43,612,7148972,7169167,14001,60,1,1015,2,0,3
10,66,678,6022672,6077289,32702,50,1,1017,0,0,4
11,49,727,1653417,1696603,18623,15,1,1016,0,0,5
12,52,779,1844907,1849483,12014,15,4,1018,3,0,4
13,66,845,175573,182744,2580,5,4,1019,0,0,4
14,81,926,826275,848572,1366,10,4,1019,0,0,10
15,76,1002,384776,386092,325,5,10,1023,3,0,4
16,83,1085,863931,870902,251,10,5,1019,3,0,16
17,99,1184,402128,408610,69,5,22,1022,2,0,13
18,55,1239,2189281,2206569,48,20,5,1026,2,0,21
19,52,1291,1655584,1697273,22,15,6,1027,0,0,14
20,61,1352,964977,993076,20,10,6,1032,0,0,6
21,35,1387,10474656,10516848,88,85,6,1033,0,0,13
22,58,1445,668150,687466,31,10,6,1033,0,0,26
23,35,1480,10332165,10345967,45,85,18,1030,2,0,15
24,86,1566,75210,76867,14,1,0,1028,2,0,10
25,64,1630,4735642,4754783,23,40,4,1029,2,0,8
26,85,1715,352203,362297,11,5,4,1032,0,0,7
27,47,1762,5606750,5627908,7,45,2,1033,2,0,9
28,63,1825,3937931,3958396,32,35,25,1033,1,0,6
29,68,1893,2734349,2780387,27,25,25,1032,0,0,12
30,59,1952,1184325,1193665,24,10,11,1030,2,0,17
31,46,1998,4437415,4446502,69,35,45,1031,1,0,2
32,55,2053,3494686,3592641,87,30,23,1022,0,0,9
33,116,2169,342584,349791,76,5,23,1024,0,0,0
34,44,2213,3700423,3751831,226,30,23,1024,0,0,23
35,56,2269,4156291,4255883,227,35,23,1026,0,0,15
36,60,2329,8228546,8230170,781,65,5,1027,3,0,17
37,35,2364,2865837,2883951,480,25,4,1029,1,0,11
