name,time,event
freehit,2025-08-19T13:40:28.529905Z,2
wildcard,2025-11-29T12:31:21.462272Z,13
3xc,2025-12-20T10:47:26.898327Z,17
bboost,2025-12-29T10:21:00.215201Z,19
wildcard,2026-04-10T11:12:57.780809Z,32
bboost,2026-04-17T12:34:18.711991Z,33
freehit,2026-04-23T16:09:19.898665Z,34
3xc,2026-05-08T08:44:56.450028Z,36
