event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,74,74,544391,559303,544391,10,0,1000,0,0,14
2,57,127,3524921,3528791,975567,35,4,1001,2,4,1
3,57,184,2310079,2325144,593712,25,4,1006,0,0,1
4,91,275,197213,198068,111266,5,2,1007,2,0,4
5,56,331,1139004,1155086,61246,10,2,1012,0,0,2
6,71,402,1009444,1015184,41230,10,31,1014,1,0,14
7,72,474,3054561,3062566,49151,30,19,1016,2,0,10
8,88,562,187528,190099,11704,5,19,1024,0,0,10
9,46,608,5748871,5767809,19159,50,19,1026,0,0,7
10,91,699,276417,278206,7051,5,2,1030,2,0,11
11,33,732,8632441,8659741,13084,70,2,1035,0,0,16
12,61,793,588275,590556,4141,5,2,1034,2,0,13
13,41,834,3381799,3401952,6194,30,2,1037,0,0,15
14,92,926,128560,129982,1381,5,2,1042,0,0,6
15,55,981,3702985,3719401,1706,30,2,1046,0,0,9
16,64,1045,4994845,4999566,5003,40,18,1045,3,0,16
17,85,1130,2046641,2053919,4415,20,45,1051,2,0,9
18,43,1173,6898167,6912025,6131,55,17,1053,2,0,15
19,56,1229,1028344,1031583,2340,10,16,1054,1,0,0
20,53,1282,2607274,2618124,2479,25,2,1052,1,0,4
21,70,1352,523881,528401,1050,5,4,1050,1,0,10
22,36,1384,8667713,8679559,2199,70,2,1050,2,4,10
23,49,1433,4113134,4124913,1368,35,8,1050,1,0,8
24,63,1492,3437621,3447700,2126,30,15,1048,2,4,2
25,69,1561,2624635,2649234,2456,25,15,1048,0,0,15
26,89,1650,180673,182649,798,5,15,1047,0,0,6
27,57,1707,1744173,1758685,425,15,15,1048,0,0,9
28,72,1779,1858702,1871014,551,15,15,1052,0,0,0
29,64,1843,3890995,3892967,576,35,8,1050,3,0,11
30,55,1898,1871223,1893977,647,15,8,1057,0,0,20
31,56,1954,2340219,2348798,856,20,9,1057,2,0,0
32,60,2014,2060526,2081566,821,20,9,1060,0,0,9
33,87,2101,2064132,2071896,3591,20,9,1057,0,0,10
34,52,2153,2214923,2217860,5281,20,0,1053,3,0,3
35,77,2230,257592,258660,1920,5,6,1055,2,0,9
36,104,2334,126885,128050,614,1,6,1053,0,0,11
37,41,2375,1558012,1571147,265,15,6,1054,0,0,4
