element_in,element_in_cost,element_out,element_out_cost,entry,event,time
295,45,257,52,7035765,37,2026-05-14T10:12:40.877714Z
257,52,343,43,7035765,36,2026-05-07T11:49:08.850049Z
16,98,235,104,7035765,36,2026-05-05T01:59:10.942947Z
1,61,139,45,7035765,36,2026-05-03T00:52:02.808016Z
21,72,84,54,7035765,34,2026-04-24T17:05:41.168395Z
606,45,72,50,7035765,34,2026-04-24T17:03:08.720150Z
749,43,691,57,7035765,34,2026-04-24T17:02:45.045917Z
329,60,82,82,7035765,34,2026-04-24T17:02:22.245634Z
717,65,783,55,7035765,34,2026-04-24T17:02:22.245272Z
679,42,341,39,7035765,34,2026-04-24T17:01:42.119326Z
1,60,139,45,7035765,34,2026-04-24T17:01:42.119122Z
442,44,343,43,7035765,34,2026-04-24T17:01:14.722788Z
373,62,151,45,7035765,34,2026-04-24T17:00:54.288747Z
568,51,260,50,7035765,34,2026-04-24T17:00:54.288470Z
596,72,430,144,7035765,34,2026-04-24T17:00:23.505198Z
624,77,249,76,7035765,34,2026-04-24T17:00:23.504964Z
381,140,235,105,7035765,34,2026-04-24T17:00:23.504719Z
249,77,136,70,7035765,33,2026-04-16T12:49:32.851801Z
82,82,120,69,7035765,32,2026-04-10T17:20:31.324421Z
84,54,485,73,7035765,32,2026-04-10T17:20:31.324151Z
139,45,1,59,7035765,32,2026-04-10T17:18:16.080248Z
235,106,237,65,7035765,32,2026-04-10T17:18:16.080036Z
783,55,329,59,7035765,32,2026-04-10T17:18:16.079812Z
151,45,373,61,7035765,32,2026-04-10T17:18:16.079518Z
343,43,684,51,7035765,32,2026-04-10T17:18:16.079060Z
341,39,470,40,7035765,32,2026-04-10T17:18:16.078491Z
684,51,694,43,7035765,31,2026-03-20T07:29:57.039117Z
485,73,82,79,7035765,31,2026-03-17T14:07:59.156581Z
373,60,226,54,7035765,28,2026-02-24T01:26:46.422342Z
691,58,249,74,7035765,28,2026-02-22T01:16:58.539800Z
120,69,21,72,7035765,27,2026-02-20T15:06:36.325694Z
249,72,691,58,7035765,24,2026-01-30T09:34:02.100748Z
237,65,414,85,7035765,23,2026-01-22T14:10:38.499179Z
72,48,295,47,7035765,22,2026-01-17T07:39:06.892472Z
449,91,450,81,7035765,22,2026-01-12T11:10:41.529783Z
5,63,8,63,7035765,19,2025-12-30T11:25:29.671840Z
450,80,449,91,7035765,18,2025-12-25T08:56:31.949212Z
82,76,242,50,7035765,17,2025-12-20T10:54:15.866365Z
295,46,191,39,7035765,17,2025-12-20T10:54:15.866117Z
691,57,283,76,7035765,17,2025-12-20T10:54:15.865808Z
329,57,488,69,7035765,17,2025-12-20T10:54:15.865546Z
694,42,261,45,7035765,17,2025-12-20T10:54:15.865242Z
488,69,299,65,7035765,16,2025-12-09T08:15:01.275622Z
414,85,82,74,7035765,16,2025-12-07T05:58:14.663660Z
242,50,427,53,7035765,16,2025-12-07T05:56:42.658767Z
136,68,249,74,7035765,15,2025-12-06T09:26:33.688343Z
1,59,469,51,7035765,15,2025-12-04T13:33:36.737863Z
47,69,21,69,7035765,13,2025-11-29T11:18:46.219346Z
417,64,427,54,7035765,13,2025-11-29T08:15:23.289473Z
384,75,82,75,7035765,13,2025-11-29T07:56:07.702208Z
694,42,261,45,7035765,13,2025-11-29T07:49:29.862569Z
252,42,283,78,7035765,13,2025-11-29T07:49:29.862286Z
119,86,449,89,7035765,13,2025-11-29T07:49:29.861957Z
381,142,299,65,7035765,13,2025-11-29T07:49:29.861653Z
113,45,260,50,7035765,13,2025-11-29T07:45:02.223929Z
36,46,8,62,7035765,13,2025-11-29T07:43:47.330655Z
136,66,249,75,7035765,13,2025-11-29T06:26:01.982259Z
411,51,226,51,7035765,13,2025-11-29T06:26:01.981983Z
32,50,469,51,7035765,13,2025-11-29T06:26:01.981647Z
8,62,5,64,7035765,12,2025-11-21T02:56:26.742955Z
21,68,582,66,7035765,11,2025-11-08T06:16:47.958267Z
260,49,317,45,7035765,10,2025-10-31T05:52:08.064561Z
226,51,569,50,7035765,9,2025-10-23T08:37:22.708302Z
469,51,220,49,7035765,8,2025-10-17T15:39:36.661475Z
5,62,508,49,7035765,7,2025-10-01T04:21:13.422269Z
430,143,64,88,7035765,6,2025-09-26T14:48:32.800989Z
299,65,381,145,7035765,6,2025-09-26T14:48:32.790985Z
582,66,267,65,7035765,5,2025-09-20T09:19:15.823989Z
82,72,235,105,7035765,3,2025-08-30T00:31:09.181316Z
249,76,252,45,7035765,3,2025-08-30T00:31:09.175937Z
427,56,489,64,7035765,2,2025-08-22T00:59:53.979134Z
