h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.74202,0.815567,2.74202,0.815567,"{'att': 155, 'def': 21}","{'att': 231, 'def': 21}",11,3,2,0,2.6380999999999997,w,2025-08-24 18:45:00,1,0,0,3,1.926453
a,1.55128,0.593013,1.55128,0.593013,"{'att': 195, 'def': 34}","{'att': 269, 'def': 27}",2,2,1,0,2.2237999999999998,w,2025-08-31 16:30:00,1,0,0,3,0.958267
h,0.768943,1.01628,0.768943,1.01628,"{'att': 216, 'def': 19}","{'att': 214, 'def': 20}",4,10,4,3,1.0951,w,2025-09-13 16:00:00,1,0,0,3,-0.24733700000000003
a,0.470357,1.65885,0.470357,0.897552,"{'att': 82, 'def': 15}","{'att': 311, 'def': 20}",7,4,1,1,0.3851,d,2025-09-20 16:00:00,0,1,0,1,-0.427195
h,1.84242,0.885278,1.84242,0.885278,"{'att': 180, 'def': 20}","{'att': 344, 'def': 11}",10,1,1,1,2.1081,d,2025-09-27 16:00:00,0,1,0,1,0.9571419999999999
h,0.570595,1.55707,0.570595,0.795771,"{'att': 300, 'def': 14}","{'att': 287, 'def': 13}",6,3,0,0,0.5392,d,2025-10-05 18:45:00,0,1,0,1,-0.22517600000000004
a,0.964723,1.68785,0.964723,1.68785,"{'att': 201, 'def': 30}","{'att': 290, 'def': 34}",7,5,0,2,0.7819,l,2025-10-19 10:30:00,0,0,1,0,-0.7231270000000001
a,1.24614,0.905304,1.24614,0.905304,"{'att': 202, 'def': 28}","{'att': 298, 'def': 11}",7,2,0,1,1.6278000000000001,l,2025-10-26 18:45:00,0,0,1,0,0.34083600000000003
h,3.30641,0.604108,1.78381,0.604108,"{'att': 207, 'def': 22}","{'att': 264, 'def': 13}",7,1,3,1,2.8508000000000004,w,2025-10-29 16:30:00,1,0,0,3,1.1797019999999998
a,2.61402,0.611392,2.61402,0.611392,"{'att': 317, 'def': 15}","{'att': 249, 'def': 21}",9,3,2,1,2.6799,w,2025-11-01 19:45:00,1,0,0,3,2.002628
h,1.93707,0.405589,1.93707,0.405589,"{'att': 170, 'def': 28}","{'att': 428, 'def': 10}",4,2,0,0,2.5071999999999997,d,2025-11-08 17:00:00,0,1,0,1,1.531481
a,1.65053,0.659308,1.65053,0.659308,"{'att': 213, 'def': 19}","{'att': 295, 'def': 14}",7,3,1,1,2.1427,d,2025-11-22 17:00:00,0,1,0,1,0.991222
h,1.5343,0.891103,1.5343,0.891103,"{'att': 314, 'def': 31}","{'att': 358, 'def': 19}",10,2,2,1,1.8613,w,2025-11-29 17:00:00,1,0,0,3,0.643197
