event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,65,65,1743774,1803588,1743774,20,0,1000,0,0,3
2,61,126,2290696,2315196,984663,25,0,1002,0,0,5
3,51,177,4387444,4412714,1056769,40,33,1004,1,0,1
4,67,244,4783990,4798491,1260423,45,39,1005,2,0,8
5,61,305,519510,526853,516846,5,37,1007,1,0,13
6,70,375,1079358,1105931,311777,10,3,1008,0,0,8
7,80,455,1123364,1145980,183271,10,3,1013,0,0,9
8,65,520,3382929,3415952,229668,30,3,1021,0,0,14
9,61,581,1572962,1597267,122356,15,3,1020,0,0,4
10,85,666,837639,845626,70947,10,2,1018,2,0,11
11,47,713,2442242,2454811,49475,20,4,1020,2,0,10
12,50,763,2261110,2272917,35991,20,9,1018,2,0,6
13,57,820,548455,560497,16473,5,9,1019,0,0,5
14,64,884,5236859,5262095,27034,45,3,1019,1,0,3
15,67,951,1150327,1159252,13732,10,21,1021,1,0,10
16,74,1025,2275279,2283464,17990,20,0,1029,3,0,3
17,94,1119,731057,738327,8977,10,0,1032,0,0,2
18,58,1177,1523039,1527738,4750,15,17,1031,3,0,11
19,53,1230,1619204,1625319,2217,15,11,1029,2,0,0
20,45,1275,4872555,4921318,3874,40,11,1030,0,0,4
21,71,1346,430864,437771,1587,5,32,1028,1,0,5
22,43,1389,4975839,4992377,1574,40,13,1026,2,0,22
23,46,1435,5065120,5124654,1164,40,13,1033,0,0,13
24,56,1487,6208637,6215372,2890,50,16,1030,3,4,1
25,71,1558,2204686,2226829,2990,20,12,1033,1,0,2
26,81,1639,657147,669216,1518,10,12,1035,0,0,3
27,54,1693,2509131,2546456,1050,20,12,1035,0,0,2
28,76,1769,1355468,1359611,1013,15,3,1034,3,0,0
29,58,1827,5450685,5464158,1480,45,8,1035,1,0,2
30,51,1878,3001680,3049295,2088,25,8,1039,0,0,13
31,70,1948,288557,292863,1207,5,25,1036,2,0,2
32,58,2006,2553534,2627109,1316,20,6,1028,0,0,13
33,134,2140,42342,52633,489,1,33,1028,1,0,0
34,58,2198,1185939,1221087,540,10,33,1028,0,0,2
35,56,2254,4156291,4224087,540,35,33,1030,0,0,16
36,79,2333,3515277,3529200,649,30,8,1033,2,0,21
37,20,2353,7877360,7893515,872,65,3,1035,1,0,14
