season_name,total_points,rank
2015/16,1537,2787167
2017/18,1967,1449243
2018/19,2249,135028
2019/20,2096,942118
2020/21,2138,1373028
2021/22,2373,385826
2022/23,2573,30719
2023/24,2323,837134
2024/25,1933,6191683
