event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,109,109,284,284,284,1,0,1000,0,0,0
2,70,179,831333,831395,329,10,0,1001,0,0,3
3,52,231,3867310,3867461,1358,35,1,1006,0,0,6
4,75,306,2131448,2131734,2569,20,1,1005,0,0,4
5,72,378,44272,44282,169,1,0,1009,1,0,14
6,70,448,1079358,1080134,207,10,0,1010,0,0,5
7,78,526,1643282,1643306,240,15,10,1011,3,0,13
8,81,607,535512,535689,112,5,10,1019,0,0,13
9,49,656,5019479,5019570,175,45,9,1020,2,0,6
10,79,735,1928138,1928357,254,20,6,1022,1,0,6
11,52,787,1049739,1049930,68,10,6,1024,0,0,4
12,52,839,1817305,1817438,60,15,6,1024,2,0,15
13,45,884,2228322,2228542,77,20,6,1024,0,0,3
14,52,936,8568657,8568738,615,70,1,1022,2,0,1
15,52,988,4961248,4961571,987,40,14,1024,1,0,5
16,81,1069,1133457,1133610,933,10,0,1029,5,0,4
17,76,1145,4061221,4061437,1556,35,0,1033,0,0,13
18,43,1188,6833615,6833758,2226,55,13,1035,1,0,11
19,60,1248,539124,539138,590,5,5,1034,1,0,5
20,53,1301,2446071,2446287,664,20,5,1035,0,0,4
21,68,1369,758931,758976,313,10,8,1033,1,0,12
22,42,1411,5471132,5471350,345,45,2,1030,2,0,8
23,53,1464,2765953,2766045,153,25,23,1031,2,0,11
24,68,1532,1921642,1921837,130,20,6,1034,1,0,10
25,69,1601,2821430,2821741,186,25,30,1037,1,0,2
26,90,1691,167708,167728,52,5,28,1040,1,0,6
27,50,1741,3880630,3881041,42,35,28,1039,0,0,8
28,89,1830,189080,189183,16,5,0,1041,2,0,4
29,55,1885,6096762,6097093,40,50,0,1043,0,0,22
30,49,1934,3697787,3698151,73,30,0,1047,0,0,14
31,67,2001,526187,526306,54,5,13,1048,1,0,0
32,69,2070,603381,603651,25,5,0,1039,0,0,13
33,134,2204,60249,60374,10,1,39,1034,2,0,0
34,50,2254,2423509,2423758,17,20,39,1034,0,0,14
35,54,2308,5268809,5268971,21,45,9,1036,1,0,14
36,70,2378,5856437,5856586,35,50,10,1039,2,0,18
37,23,2401,6759588,6760108,53,55,13,1041,1,0,11
