season_name,total_points,rank
2012/13,1802,988233
2013/14,2156,435217
2014/15,2051,110430
2015/16,2071,319720
2017/18,2207,111460
2018/19,2173,382293
2019/20,2079,1093902
2020/21,2164,1171457
2021/22,2301,653917
2022/23,2331,1216381
2023/24,2253,1525096
2024/25,2460,251927
