season_name,total_points,rank
2013/14,595,3165768
2014/15,2205,8458
2015/16,1965,844792
2016/17,2038,442450
2017/18,2065,698659
2018/19,2314,46009
2019/20,2240,160571
2020/21,2055,2097208
2022/23,2079,4246682
2023/24,2251,1548586
2024/25,2447,307618
