h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,3.24821,1.67186,3.24821,1.67186,"{'att': 239, 'def': 11}","{'att': 243, 'def': 22}",7,8,2,1,2.3344,w,2023-08-19 13:30:00,1,0,0,3,1.57635
h,1.71877,0.696983,1.71877,0.696983,"{'att': 249, 'def': 16}","{'att': 222, 'def': 16}",4,12,1,0,2.2155,w,2023-08-26 13:30:00,1,0,0,3,1.0217869999999998
a,1.50372,2.09598,1.50372,2.09598,"{'att': 330, 'def': 24}","{'att': 373, 'def': 15}",3,5,0,5,0.9128000000000001,l,2023-09-02 13:30:00,0,0,1,0,-0.59226
h,1.14667,3.37255,1.14667,3.37255,"{'att': 245, 'def': 19}","{'att': 248, 'def': 13}",1,5,2,4,0.2092,l,2023-09-16 13:30:00,0,0,1,0,-2.22588
a,0.407479,0.754063,0.407479,0.754063,"{'att': 359, 'def': 23}","{'att': 249, 'def': 28}",6,10,0,0,0.9718,d,2023-09-24 15:30:00,0,1,0,1,-0.34658400000000006
h,1.2721,1.00081,0.51432,1.00081,"{'att': 234, 'def': 15}","{'att': 266, 'def': 23}",3,2,2,0,1.6111,w,2023-10-01 15:30:00,1,0,0,3,-0.48649
a,0.0704987,2.37438,0.0704987,2.37438,"{'att': 499, 'def': 11}","{'att': 194, 'def': 17}",2,24,0,3,0.062,l,2023-10-08 15:30:00,0,0,1,0,-2.3038813
h,2.5274,1.37705,1.76962,1.37705,"{'att': 189, 'def': 21}","{'att': 268, 'def': 21}",6,10,2,1,2.1968,w,2023-10-21 13:30:00,1,0,0,3,0.39256999999999986
a,1.02333,1.60773,1.02333,1.60773,"{'att': 362, 'def': 18}","{'att': 167, 'def': 20}",3,12,1,2,0.924,l,2023-10-29 16:30:00,0,0,1,0,-0.5844
h,3.3903,1.92375,2.63253,1.16598,"{'att': 272, 'def': 15}","{'att': 317, 'def': 14}",12,7,3,3,2.3773,d,2023-11-04 14:30:00,0,1,0,1,1.46655
a,0.398988,1.90144,0.398988,1.14366,"{'att': 400, 'def': 22}","{'att': 218, 'def': 15}",2,10,1,3,0.2762,l,2023-11-12 19:30:00,0,0,1,0,-0.7446719999999999
h,1.34505,0.34181,1.34505,0.34181,"{'att': 163, 'def': 17}","{'att': 381, 'def': 14}",11,3,1,1,2.2968,d,2023-11-25 14:30:00,0,1,0,1,1.0032400000000001
a,1.34097,2.86869,1.34097,2.86869,"{'att': 299, 'def': 16}","{'att': 181, 'def': 21}",5,11,1,0,0.49060000000000004,w,2023-12-03 14:30:00,1,0,0,3,-1.52772
a,0.511263,1.32934,0.511263,1.32934,"{'att': 359, 'def': 13}","{'att': 231, 'def': 25}",6,10,1,0,0.6118,w,2023-12-09 14:30:00,1,0,0,3,-0.8180769999999999
h,3.46957,1.24601,3.46957,1.24601,"{'att': 289, 'def': 23}","{'att': 250, 'def': 18}",10,1,2,0,2.6901,w,2023-12-17 14:30:00,1,0,0,3,2.22356
a,1.59052,1.75628,0.832743,1.75628,"{'att': 274, 'def': 22}","{'att': 219, 'def': 28}",4,9,2,3,1.2252,l,2023-12-20 19:30:00,0,0,1,0,-0.923537
h,2.1675,0.424997,2.1675,0.424997,"{'att': 314, 'def': 17}","{'att': 410, 'def': 17}",10,1,0,0,2.6092,d,2024-01-13 14:30:00,0,1,0,1,1.742503
h,2.47971,1.76349,2.47971,1.76349,"{'att': 249, 'def': 27}","{'att': 204, 'def': 17}",10,9,3,2,1.8859000000000001,w,2024-01-20 14:30:00,1,0,0,3,0.7162199999999999
