element_in,element_in_cost,element_out,element_out_cost,entry,event,time
6,62,256,59,33558,37,2026-05-15T17:25:29.161273Z
16,99,235,103,33558,36,2026-05-09T09:58:14.262101Z
256,59,72,51,33558,36,2026-05-09T09:58:14.256565Z
257,52,343,43,33558,36,2026-05-09T09:51:57.699703Z
417,66,82,81,33558,36,2026-05-09T09:47:12.947013Z
5,72,77,42,33558,35,2026-05-01T17:26:38.185182Z
329,60,717,65,33558,34,2026-04-24T01:43:39.917768Z
570,42,683,41,33558,34,2026-04-24T01:43:39.917512Z
382,83,450,80,33558,34,2026-04-24T01:42:20.187782Z
450,80,382,83,33558,34,2026-04-24T01:08:18.830791Z
749,43,691,56,33558,34,2026-04-24T01:03:37.958859Z
596,72,430,144,33558,34,2026-04-24T01:03:37.958695Z
382,83,235,105,33558,34,2026-04-24T01:03:37.958521Z
717,65,173,49,33558,34,2026-04-24T01:03:37.958358Z
381,140,84,54,33558,34,2026-04-24T01:03:37.958189Z
21,72,82,82,33558,34,2026-04-24T01:03:37.958029Z
683,41,411,50,33558,34,2026-04-24T01:03:37.957864Z
5,71,343,43,33558,34,2026-04-24T01:03:37.957689Z
373,62,151,45,33558,34,2026-04-24T01:03:37.957496Z
568,51,77,42,33558,34,2026-04-24T01:03:37.957323Z
679,42,341,39,33558,34,2026-04-24T01:03:37.957144Z
1,60,139,45,33558,34,2026-04-24T01:03:37.956921Z
624,77,249,77,33558,34,2026-04-23T01:01:37.954326Z
606,44,72,51,33558,34,2026-04-23T01:01:37.943765Z
77,42,5,67,33558,32,2026-04-10T17:27:57.865336Z
249,78,136,71,33558,32,2026-04-10T16:51:51.630984Z
691,56,337,62,33558,32,2026-04-10T15:42:41.261594Z
430,144,252,40,33558,32,2026-04-10T15:42:41.261397Z
173,49,485,73,33558,32,2026-04-10T15:42:41.261198Z
84,54,329,60,33558,32,2026-04-10T15:42:41.260982Z
82,82,120,69,33558,32,2026-04-10T15:42:41.260766Z
235,106,119,84,33558,32,2026-04-10T15:42:41.260564Z
151,45,373,61,33558,32,2026-04-10T15:42:41.260350Z
343,43,291,56,33558,32,2026-04-10T15:42:41.260110Z
341,39,470,40,33558,32,2026-04-10T15:42:41.259822Z
139,45,1,57,33558,32,2026-04-10T15:42:41.259530Z
411,50,684,51,33558,32,2026-04-10T01:06:48.892432Z
72,51,317,46,33558,32,2026-04-10T01:06:48.887271Z
337,62,430,143,33558,31,2026-03-20T18:28:25.804550Z
485,73,21,73,33558,31,2026-03-20T17:58:53.159847Z
684,51,257,50,33558,31,2026-03-20T17:58:53.153045Z
120,69,267,63,33558,28,2026-02-27T18:27:50.681655Z
329,59,237,67,33558,28,2026-02-27T18:27:50.675334Z
267,63,335,44,33558,25,2026-02-06T18:23:46.738715Z
21,75,16,100,33558,25,2026-02-05T01:26:14.953847Z
119,83,387,66,33558,24,2026-01-31T01:29:03.350775Z
237,66,414,83,33558,23,2026-01-24T10:59:11.550773Z
449,91,450,80,33558,22,2026-01-17T10:51:52.594265Z
317,46,295,46,33558,22,2026-01-17T10:51:52.588660Z
291,56,411,53,33558,20,2026-01-03T10:55:18.837326Z
387,66,82,76,33558,19,2025-12-30T17:49:50.952598Z
5,62,725,54,33558,19,2025-12-30T00:46:35.981890Z
450,80,449,92,33558,18,2025-12-23T01:25:38.865448Z
411,53,317,45,33558,17,2025-12-20T10:53:38.688250Z
725,54,684,50,33558,16,2025-12-13T01:27:05.060001Z
136,69,283,79,33558,16,2025-12-10T01:25:03.935934Z
684,50,72,48,33558,15,2025-12-06T10:52:57.599494Z
414,80,267,65,33558,14,2025-12-01T01:30:02.914310Z
623,44,335,45,33558,13,2025-11-29T13:25:35.176892Z
136,66,252,42,33558,13,2025-11-29T13:18:32.054422Z
120,70,449,89,33558,13,2025-11-29T13:18:32.053958Z
414,80,82,77,33558,13,2025-11-29T13:18:32.053457Z
381,142,16,101,33558,13,2025-11-29T13:18:32.052986Z
263,38,373,59,33558,13,2025-11-29T13:18:32.052527Z
113,45,317,45,33558,13,2025-11-29T13:18:32.052276Z
38,44,295,45,33558,13,2025-11-29T13:18:32.052020Z
36,46,257,50,33558,13,2025-11-29T13:18:32.051750Z
411,51,72,48,33558,13,2025-11-29T13:18:32.051419Z
32,50,1,57,33558,13,2025-11-29T13:18:32.051039Z
373,59,5,63,33558,12,2025-11-22T00:39:44.932708Z
16,101,299,65,33558,11,2025-11-08T10:56:43.957677Z
252,42,666,90,33558,11,2025-11-08T01:24:44.122717Z
283,78,691,55,33558,10,2025-11-01T13:24:40.434397Z
335,45,427,56,33558,10,2025-11-01T13:24:40.433909Z
295,45,291,55,33558,10,2025-11-01T13:24:40.428282Z
666,90,283,75,33558,6,2025-09-27T04:05:04.163121Z
299,65,660,50,33558,6,2025-09-27T04:05:04.162840Z
267,64,612,59,33558,6,2025-09-27T04:05:04.162579Z
317,45,568,55,33558,6,2025-09-27T04:05:04.162234Z
72,47,317,45,33558,6,2025-09-22T21:41:25.524405Z
430,142,666,90,33558,6,2025-09-21T22:10:30.605343Z
427,56,381,145,33558,6,2025-09-21T22:10:30.604940Z
1,55,220,50,33558,6,2025-09-21T22:10:30.599314Z
691,55,252,44,33558,6,2025-09-21T01:20:39.245411Z
660,50,48,59,33558,6,2025-09-21T01:20:39.244908Z
5,61,506,55,33558,6,2025-09-21T01:20:39.237566Z
82,75,267,65,33558,5,2025-09-20T01:18:47.662214Z
666,90,654,64,33558,4,2025-09-13T09:49:46.538871Z
612,59,450,80,33558,4,2025-09-13T09:49:46.532877Z
450,81,235,104,33558,3,2025-08-30T09:58:40.563116Z
