event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,66,66,1560764,1563037,1560765,20,5,1000,0,0,6
2,53,119,4480945,4484196,1832224,45,5,1001,0,0,7
3,46,165,6393839,6395264,2444832,60,67,1002,2,0,14
4,87,252,364794,365277,733514,5,6,1003,0,0,11
5,64,316,254050,254533,220925,5,6,1009,0,0,0
6,74,390,696358,697295,109020,10,25,1012,2,0,13
7,70,460,3540469,3541661,132921,30,2,1015,1,0,7
8,73,533,1466337,1467759,104115,15,2,1022,0,0,19
9,46,579,5748871,5749924,138441,50,2,1022,0,0,4
10,78,657,2285218,2285587,123307,20,16,1026,3,0,6
11,41,698,4518598,4520545,123737,40,16,1028,0,0,4
12,44,742,4044252,4045269,125506,35,5,1027,2,0,9
13,71,813,86318,87644,26022,1,5,1028,0,0,11
14,75,888,1957548,1958435,21086,20,17,1028,1,0,4
15,62,950,1993094,1994100,14621,20,8,1028,1,0,4
16,82,1032,974322,974945,11676,10,23,1027,3,0,3
17,79,1111,3378201,3379207,14634,30,1,1033,1,0,3
18,46,1157,5503147,5504390,16254,45,9,1033,2,0,11
19,51,1208,2088244,2088866,8988,20,0,1032,1,0,2
20,51,1259,2969308,2970698,10065,25,0,1032,0,0,4
21,64,1323,1342103,1343002,6525,15,0,1029,0,0,5
22,58,1381,770197,770231,2604,10,11,1025,3,0,8
23,37,1418,9571713,9572386,3408,80,9,1028,2,0,17
24,63,1481,3186011,3187122,4032,25,9,1029,0,0,1
25,84,1565,302043,302196,1928,5,6,1031,2,0,1
26,66,1631,3753196,3754438,2384,30,6,1034,0,0,4
27,43,1674,7236102,7238900,3094,60,6,1033,0,0,6
28,87,1761,285434,285682,1613,5,3,1032,3,0,1
29,71,1832,2125627,2126635,1089,20,3,1036,0,0,17
30,61,1893,774708,776489,874,10,3,1041,0,0,16
31,68,1961,381422,382042,549,5,3,1045,0,0,0
32,51,2012,5243543,5243645,917,45,1,1047,3,0,5
33,105,2117,741179,742036,1656,10,10,1032,0,0,7
34,57,2174,1327992,1330187,1923,15,10,1032,0,0,23
35,61,2235,2475397,2477924,1455,20,10,1034,0,0,0
36,102,2337,197599,197716,500,5,15,1036,1,0,17
37,16,2353,9113159,9115071,852,75,15,1037,0,0,5
