season_name,total_points,rank
2011/12,1627,1547157
2012/13,1930,434932
2013/14,2196,304266
2014/15,1754,1350863
2015/16,2018,552527
2016/17,2103,231443
2017/18,2127,357465
2018/19,2053,1282049
2019/20,2160,490067
2020/21,2376,130073
2021/22,2056,2291252
2022/23,2362,938228
2023/24,2318,877077
2024/25,2458,258387
