element,position,multiplier,player_name
1,1,1,David Raya Martín
373,2,1,Virgil van Dijk
317,3,1,Joachim Andersen
8,4,1,Jurriën Timber
160,5,1,Yankuba Minteh
414,6,1,Phil Foden
450,7,1,Matheus Santos Carneiro da Cunha
417,8,1,Rayan Cherki
82,9,1,Antoine Semenyo
430,10,2,Erling Haaland
661,11,1,Hugo Ekitiké
470,12,0,Martin Dúbravka
113,13,0,Sepp van den Berg
7,14,0,Riccardo Calafiori
252,15,0,Marc Guiu Paz
