h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.20066,2.57411,1.33962,2.57411,"{'att': 200, 'def': 19}","{'att': 241, 'def': 24}",17,12,0,3,1.1832,l,2024-08-18 18:45:00,0,0,1,0,-1.23449
h,0.0144803,2.60916,0.0144803,2.60916,"{'att': 279, 'def': 35}","{'att': 162, 'def': 25}",2,8,0,2,0.038500000000000006,l,2024-08-24 15:00:00,0,0,1,0,-2.5946797000000004
h,3.22754,2.44695,3.22754,2.44695,"{'att': 296, 'def': 23}","{'att': 207, 'def': 17}",14,2,4,3,1.8639000000000001,w,2024-08-30 18:45:00,1,0,0,3,0.7805899999999997
a,0.529029,0.623644,0.529029,0.623644,"{'att': 232, 'def': 25}","{'att': 201, 'def': 21}",13,9,0,0,1.2096999999999998,d,2024-09-15 18:45:00,0,1,0,1,-0.094615
h,3.89273,0.675578,3.10472,0.675578,"{'att': 200, 'def': 32}","{'att': 175, 'def': 8}",17,1,2,3,2.9108,l,2024-09-22 18:45:00,0,0,1,0,2.4291419999999997
a,0.730803,0.716626,0.730803,0.716626,"{'att': 233, 'def': 26}","{'att': 288, 'def': 22}",2,6,2,1,1.3383,w,2024-09-29 13:00:00,1,0,0,3,0.014176999999999995
h,2.43324,0.765938,2.43324,0.765938,"{'att': 221, 'def': 22}","{'att': 364, 'def': 13}",22,3,2,0,2.4919,w,2024-10-06 13:00:00,1,0,0,3,1.667302
a,2.76676,0.360268,2.76676,0.360268,"{'att': 161, 'def': 17}","{'att': 295, 'def': 21}",12,3,4,0,2.8598999999999997,w,2024-10-20 13:00:00,1,0,0,3,2.406492
h,2.21183,1.0609,1.45173,1.0609,"{'att': 175, 'def': 21}","{'att': 290, 'def': 19}",8,2,2,2,2.2077999999999998,d,2024-10-27 14:00:00,0,1,0,1,0.39083
a,1.58011,1.67241,1.58011,1.67241,"{'att': 224, 'def': 20}","{'att': 247, 'def': 22}",11,7,1,1,1.3121,d,2024-11-01 20:00:00,0,1,0,1,-0.09230000000000005
h,2.28647,0.703111,2.28647,0.703111,"{'att': 167, 'def': 30}","{'att': 300, 'def': 26}",18,2,1,0,2.5185,w,2024-11-10 19:45:00,1,0,0,3,1.583359
a,1.92683,1.17295,1.92683,1.17295,"{'att': 188, 'def': 21}","{'att': 322, 'def': 19}",13,5,1,1,1.9476,d,2024-11-23 20:00:00,0,1,0,1,0.7538800000000001
h,2.88467,2.03621,2.12457,2.03621,"{'att': 201, 'def': 29}","{'att': 256, 'def': 20}",5,9,4,1,1.9917999999999998,w,2024-12-01 16:00:00,1,0,0,3,0.08835999999999977
a,2.02701,0.505438,2.02701,0.505438,"{'att': 189, 'def': 35}","{'att': 314, 'def': 14}",14,4,3,0,2.4804,w,2024-12-07 20:00:00,1,0,0,3,1.5215720000000001
a,1.23945,2.59615,1.23945,1.83605,"{'att': 443, 'def': 18}","{'att': 192, 'def': 22}",12,9,1,3,0.4548,l,2024-12-15 19:45:00,0,0,1,0,-0.5966
h,1.07725,1.55585,1.07725,1.55585,"{'att': 213, 'def': 23}","{'att': 305, 'def': 16}",8,2,1,0,0.9844,w,2025-01-04 20:00:00,1,0,0,3,-0.4785999999999999
a,1.40093,1.28964,1.40093,1.28964,"{'att': 159, 'def': 20}","{'att': 412, 'def': 14}",6,6,1,2,1.4417999999999997,l,2025-01-11 16:00:00,0,0,1,0,0.11129000000000011
h,0.619056,1.36611,0.619056,1.36611,"{'att': 189, 'def': 30}","{'att': 314, 'def': 12}",15,8,0,0,0.7030000000000001,d,2025-01-18 20:05:00,0,1,0,1,-0.7470539999999999
a,1.61762,1.62983,1.61762,1.62983,"{'att': 225, 'def': 15}","{'att': 388, 'def': 22}",17,4,1,1,1.3084,d,2025-01-26 16:15:00,0,1,0,1,-0.012209999999999832
a,1.83806,3.61972,1.07796,3.61972,"{'att': 340, 'def': 9}","{'att': 194, 'def': 24}",3,20,2,3,0.37579999999999997,l,2025-02-02 19:45:00,0,0,1,0,-2.54176
h,3.24979,0.307882,3.24979,0.307882,"{'att': 163, 'def': 25}","{'att': 327, 'def': 22}",10,7,4,0,2.9503,w,2025-02-09 14:00:00,1,0,0,3,2.9419079999999997
a,1.59077,1.33893,1.59077,1.33893,"{'att': 179, 'def': 18}","{'att': 382, 'def': 23}",6,7,4,1,1.561,w,2025-02-16 14:00:00,1,0,0,3,0.25184000000000006
h,1.76184,2.74583,1.76184,2.74583,"{'att': 440, 'def': 18}","{'att': 175, 'def': 24}",9,9,2,3,0.7504,l,2025-02-23 19:45:00,0,0,1,0,-0.9839900000000001
h,1.54474,1.89282,1.54474,1.13273,"{'att': 170, 'def': 22}","{'att': 371, 'def': 21}",10,9,2,1,1.1108,w,2025-03-02 14:00:00,1,0,0,3,0.41201
a,0.78019,1.50591,0.78019,1.50591,"{'att': 214, 'def': 22}","{'att': 462, 'def': 23}",2,6,2,0,0.7335,w,2025-03-09 19:45:00,1,0,0,3,-0.72572
h,3.58655,1.56105,2.82645,0.800956,"{'att': 173, 'def': 33}","{'att': 353, 'def': 18}",15,2,4,2,2.6197,w,2025-03-16 14:00:00,1,0,0,3,2.025494
a,2.87161,1.77552,2.11152,1.77552,"{'att': 259, 'def': 28}","{'att': 364, 'def': 19}",12,3,2,4,2.1061,l,2025-03-28 19:45:00,0,0,1,0,0.3360000000000001
h,1.75398,0.656931,0.993887,0.656931,"{'att': 297, 'def': 35}","{'att': 439, 'def': 24}",7,7,2,1,2.3629,w,2025-04-05 19:05:00,1,0,0,3,0.3369559999999999
a,3.11801,1.00397,2.35791,1.00397,"{'att': 216, 'def': 23}","{'att': 328, 'def': 15}",12,5,3,1,2.6869,w,2025-04-13 18:45:00,1,0,0,3,1.35394
a,0.632299,1.74645,0.632299,1.74645,"{'att': 155, 'def': 17}","{'att': 355, 'def': 27}",13,5,1,2,0.5384,l,2025-04-20 18:45:00,0,0,1,0,-1.1141510000000001
h,2.25879,0.781584,2.25879,0.781584,"{'att': 233, 'def': 15}","{'att': 341, 'def': 16}",11,4,4,1,2.5257,w,2025-04-26 19:05:00,1,0,0,3,1.4772059999999998
h,1.1801,0.952824,1.1801,0.952824,"{'att': 190, 'def': 23}","{'att': 260, 'def': 12}",28,1,1,2,1.4843,l,2025-05-04 15:15:00,0,0,1,0,0.22727599999999992
a,0.390411,1.48659,0.390411,1.48659,"{'att': 252, 'def': 24}","{'att': 228, 'def': 23}",3,8,0,2,0.4656,l,2025-05-10 19:00:00,0,0,1,0,-1.096179
h,3.75818,0.556633,2.99809,0.556633,"{'att': 164, 'def': 16}","{'att': 248, 'def': 10}",17,4,2,0,2.9121,w,2025-05-17 19:00:00,1,0,0,3,2.4414569999999998
