name,time,event
wildcard,2025-09-21T17:45:10.219402Z,6
bboost,2025-10-02T00:04:59.984343Z,7
freehit,2025-11-29T12:46:25.632715Z,13
3xc,2025-12-20T07:45:42.878417Z,17
3xc,2026-02-09T22:19:08.287999Z,26
wildcard,2026-04-10T16:44:37.511681Z,32
bboost,2026-04-18T04:50:37.819039Z,33
freehit,2026-04-20T12:38:29.963944Z,34
