season_name,total_points,rank
2011/12,1716,1177547
2012/13,1930,434016
2013/14,1993,1066758
2014/15,1578,2211883
2015/16,1671,2327497
2016/17,1670,2679637
2017/18,2115,415350
2018/19,2119,701668
2019/20,2092,982684
2020/21,2303,352989
2021/22,2343,488480
2022/23,2376,831856
2023/24,2007,4700570
2024/25,2026,5204027
