season_name,total_points,rank
2014/15,1616,2029705
2016/17,1588,3135737
2017/18,2094,523597
2018/19,2098,864862
2019/20,2210,256267
2020/21,2088,1803475
2021/22,2331,531634
2022/23,2346,1081879
2023/24,2288,1154201
2024/25,2291,1616065
