h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.71125,0.82142,0.71125,0.82142,"{'att': 149, 'def': 17}","{'att': 355, 'def': 16}",4,2,0,1,1.1839,l,2025-08-17 15:15:00,0,0,1,0,-0.11016999999999999
a,1.05457,3.337,1.05457,1.81681,"{'att': 415, 'def': 16}","{'att': 289, 'def': 18}",2,6,2,5,0.191,l,2025-08-23 15:00:00,0,0,1,0,-0.76224
h,3.39898,1.6248,2.63889,1.6248,"{'att': 334, 'def': 12}","{'att': 277, 'def': 14}",11,6,3,2,2.4551,w,2025-08-31 15:15:00,1,0,0,3,1.01409
a,1.85008,2.60519,1.85008,1.8451,"{'att': 251, 'def': 14}","{'att': 320, 'def': 28}",2,5,2,1,0.8343,w,2025-09-14 15:15:00,1,0,0,3,0.0049799999999999844
h,1.9014,2.46459,1.9014,2.46459,"{'att': 271, 'def': 23}","{'att': 400, 'def': 13}",5,6,2,3,0.9269000000000001,l,2025-09-21 13:00:00,0,0,1,0,-0.5631899999999999
a,1.49444,1.36997,0.734345,1.36997,"{'att': 224, 'def': 19}","{'att': 334, 'def': 25}",6,5,1,1,1.4719,d,2025-09-28 13:00:00,0,1,0,1,-0.6356249999999999
h,1.83687,0.855852,1.83687,0.855852,"{'att': 286, 'def': 28}","{'att': 426, 'def': 24}",10,2,2,0,2.1615,w,2025-10-03 18:45:00,1,0,0,3,0.9810180000000001
a,0.583966,1.98018,0.583966,1.22008,"{'att': 193, 'def': 10}","{'att': 394, 'def': 26}",4,10,1,2,0.36229999999999996,l,2025-10-19 13:00:00,0,0,1,0,-0.6361140000000001
h,0.951277,0.916827,0.951277,0.916827,"{'att': 164, 'def': 29}","{'att': 328, 'def': 14}",9,3,1,2,1.3789000000000002,l,2025-10-24 18:45:00,0,0,1,0,0.03445000000000009
h,0.581508,1.21871,0.581508,1.21871,"{'att': 303, 'def': 30}","{'att': 270, 'def': 19}",6,1,3,3,0.6523000000000001,d,2025-10-29 19:05:00,0,1,0,1,-0.6372019999999999
