event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,51,51,5471408,5471409,5471399,60,0,1000,0,0,9
2,36,87,9332631,9332632,7734008,90,0,1000,0,0,13
3,50,137,4757163,4757165,6909206,45,25,1000,1,0,4
4,68,201,4488957,4488957,6419742,40,7,997,3,4,10
5,48,249,3437485,3437488,5596669,30,7,998,0,0,-2
6,82,331,193723,193723,2320691,5,0,1000,0,0,16
7,76,407,1876985,1876986,1778629,20,0,1006,0,0,0
8,74,481,1302642,1302642,1318378,15,0,1017,0,0,11
9,55,536,3209480,3209480,1056312,30,6,1015,2,0,30
10,82,618,1285712,1285713,768198,15,2,1016,1,0,6
11,52,670,1151106,1151106,493595,10,13,1018,1,0,6
12,63,733,433857,433857,198011,5,17,1018,1,0,9
13,89,822,1075,1075,14285,1,17,1018,0,0,7
14,67,889,4305634,4305636,19716,35,0,1017,2,0,5
15,58,947,3022795,3022796,18038,25,14,1022,2,0,6
16,82,1029,965519,965519,14095,10,0,1029,2,0,4
17,101,1130,282826,282826,4387,5,0,1035,0,0,10
18,54,1184,2465745,2465746,2960,20,8,1037,2,0,2
19,37,1221,7735005,7735006,3919,65,8,1036,0,0,14
20,68,1289,396399,396399,1593,5,6,1034,3,0,7
21,69,1358,577462,577462,688,5,6,1032,0,0,6
22,38,1396,7608353,7608353,959,60,30,1032,2,0,8
23,45,1441,5828715,5828717,779,50,20,1030,1,0,6
24,63,1504,3437621,3437621,985,30,5,1033,2,0,1
25,71,1575,2204686,2204688,1032,20,29,1036,1,0,12
26,58,1633,6576667,6576667,2131,55,29,1039,0,0,3
27,53,1686,3091574,3091574,1600,25,15,1036,2,0,7
28,77,1763,1158679,1158679,1433,10,8,1037,1,0,0
29,51,1814,7259083,7259083,2902,60,8,1036,0,0,8
30,63,1877,547027,547032,2165,5,8,1038,0,0,13
31,65,1942,771671,771673,1661,10,0,1039,2,0,2
32,65,2007,1095205,1095207,1207,10,12,1030,0,0,11
33,122,2129,235625,235625,900,5,22,1027,3,0,0
34,60,2189,937427,937429,895,10,22,1027,0,0,8
35,64,2253,1709116,1709117,582,15,22,1029,0,0,8
36,88,2341,1577245,1577245,418,15,7,1032,2,0,18
37,20,2361,7578724,7578726,556,60,7,1033,0,0,11
