element_in,element_in_cost,element_out,element_out_cost,entry,event,time
488,68,515,75,258388,37,2026-05-14T16:04:35.303908Z
257,52,706,39,258388,36,2026-05-08T12:01:14.689237Z
515,76,235,105,258388,35,2026-05-01T06:23:20.839089Z
666,88,178,62,258388,35,2026-05-01T06:23:20.832167Z
1,60,32,51,258388,34,2026-04-22T06:37:56.434133Z
515,75,21,72,258388,34,2026-04-22T06:37:27.758896Z
21,72,329,60,258388,34,2026-04-19T15:39:35.705622Z
596,72,666,88,258388,34,2026-04-19T15:39:06.137267Z
64,86,596,72,258388,34,2026-04-19T13:48:22.240522Z
440,46,447,37,258388,34,2026-04-19T12:46:30.174987Z
32,51,1,60,258388,34,2026-04-19T12:46:30.174758Z
596,72,64,85,258388,34,2026-04-19T12:44:42.194767Z
447,37,411,50,258388,34,2026-04-18T18:21:41.386427Z
624,76,136,67,258388,34,2026-04-18T18:21:41.386228Z
666,88,178,62,258388,34,2026-04-18T18:21:41.386022Z
64,85,430,142,258388,34,2026-04-18T18:21:41.385780Z
299,62,84,54,258388,34,2026-04-18T18:21:41.385555Z
717,65,235,105,258388,34,2026-04-18T18:21:41.385348Z
329,60,82,82,258388,34,2026-04-18T18:21:41.385092Z
256,58,706,39,258388,34,2026-04-18T18:21:41.384817Z
568,51,77,40,258388,34,2026-04-18T18:21:41.384615Z
694,45,151,45,258388,34,2026-04-18T18:21:41.384410Z
670,48,341,39,258388,34,2026-04-18T18:21:41.384195Z
1,60,139,45,258388,34,2026-04-18T18:21:41.383897Z
235,106,485,73,258388,32,2026-04-09T05:51:13.703616Z
341,39,1,59,258388,32,2026-04-09T05:51:13.703121Z
706,39,684,50,258388,32,2026-04-06T03:56:08.819480Z
84,54,807,56,258388,32,2026-04-06T03:54:18.365626Z
807,56,21,73,258388,32,2026-04-06T03:53:11.080162Z
21,73,83,59,258388,32,2026-03-23T22:05:09.054240Z
139,45,470,40,258388,32,2026-03-23T22:05:09.054035Z
178,61,624,75,258388,32,2026-03-23T22:05:09.053833Z
82,82,329,60,258388,32,2026-03-23T22:05:09.053624Z
411,50,440,45,258388,32,2026-03-23T22:05:09.053353Z
151,45,317,45,258388,32,2026-03-23T22:05:09.053080Z
684,50,291,57,258388,31,2026-03-19T22:25:41.986244Z
485,73,47,75,258388,31,2026-03-19T22:25:41.980558Z
317,45,694,42,258388,30,2026-03-14T09:14:47.321390Z
83,59,237,67,258388,28,2026-02-27T08:30:46.359698Z
329,59,21,75,258388,28,2026-02-27T08:30:46.354774Z
77,39,684,50,258388,26,2026-02-09T15:24:08.119612Z
21,75,303,51,258388,26,2026-02-09T15:24:08.114476Z
47,77,160,58,258388,24,2026-01-30T19:48:40.195243Z
237,66,16,101,258388,23,2026-01-23T16:35:59.056223Z
449,91,414,87,258388,22,2026-01-08T17:23:16.063349Z
291,57,403,60,258388,21,2026-01-06T08:16:16.378680Z
303,50,21,70,258388,20,2025-12-31T13:17:41.867727Z
5,64,575,45,258388,20,2025-12-31T13:17:41.860856Z
16,103,449,92,258388,18,2025-12-22T13:05:30.425057Z
284,54,100,46,258388,17,2025-12-20T09:12:37.454324Z
82,76,329,56,258388,17,2025-12-20T09:12:37.453995Z
252,42,97,70,258388,17,2025-12-20T09:12:37.453627Z
97,70,136,67,258388,17,2025-12-19T12:57:25.159977Z
100,46,624,75,258388,17,2025-12-19T12:57:25.159735Z
16,103,160,60,258388,17,2025-12-19T12:57:25.159495Z
329,56,21,69,258388,17,2025-12-19T12:57:25.159245Z
197,38,575,45,258388,17,2025-12-19T12:57:25.158929Z
725,55,684,50,258388,17,2025-12-19T12:57:25.158677Z
72,49,694,41,258388,17,2025-12-19T12:57:25.158363Z
703,39,470,40,258388,17,2025-12-19T12:57:25.157993Z
440,44,436,50,258388,16,2025-12-13T08:22:45.890808Z
624,75,283,78,258388,16,2025-12-11T16:34:23.565080Z
403,59,256,58,258388,16,2025-12-11T16:33:15.436660Z
414,86,236,72,258388,16,2025-12-09T14:49:07.750156Z
450,79,119,82,258388,16,2025-12-09T14:49:07.744110Z
684,50,72,49,258388,15,2025-12-05T19:36:58.566981Z
236,72,267,65,258388,14,2025-12-01T12:59:55.207369Z
1,59,469,51,258388,14,2025-12-01T12:59:55.202413Z
436,50,5,64,258388,12,2025-11-19T07:22:48.213157Z
21,68,427,55,258388,11,2025-11-05T22:20:49.551915Z
136,62,666,90,258388,11,2025-11-05T22:20:49.545697Z
283,77,249,74,258388,10,2025-10-31T07:37:49.547019Z
694,40,683,40,258388,8,2025-10-18T07:51:21.051059Z
72,48,441,45,258388,7,2025-09-28T07:28:04.139545Z
160,59,299,65,258388,7,2025-09-28T07:28:04.139259Z
666,90,283,75,258388,7,2025-09-28T07:28:04.139016Z
267,64,515,75,258388,7,2025-09-28T07:28:04.138749Z
5,62,38,45,258388,7,2025-09-28T07:28:04.138424Z
683,40,603,44,258388,7,2025-09-28T07:28:04.138160Z
469,50,736,56,258388,7,2025-09-28T07:28:04.137782Z
736,56,220,50,258388,6,2025-09-26T17:59:28.706335Z
515,75,486,70,258388,5,2025-09-19T07:06:25.752225Z
256,56,145,45,258388,4,2025-09-12T14:41:47.580255Z
486,70,235,104,258388,3,2025-08-30T06:40:13.612355Z
427,55,663,55,258388,2,2025-08-17T09:59:46.719730Z
