h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.51736,1.14261,1.51736,1.14261,"{'att': 281, 'def': 24}","{'att': 212, 'def': 22}",6,3,1,1,1.6262999999999999,d,2025-08-24 16:30:00,0,1,0,1,0.37475000000000014
a,0.64413,1.73158,0.64413,1.73158,"{'att': 352, 'def': 11}","{'att': 194, 'def': 21}",0,8,0,1,0.5751,l,2025-08-30 18:45:00,0,0,1,0,-1.08745
h,1.76945,1.95549,1.76945,1.95549,"{'att': 202, 'def': 21}","{'att': 262, 'def': 37}",4,7,2,0,1.2785,w,2025-09-13 13:00:00,1,0,0,3,-0.18603999999999998
a,2.21034,1.13998,1.44904,1.13998,"{'att': 222, 'def': 25}","{'att': 222, 'def': 22}",10,4,2,1,2.2102,w,2025-09-19 18:45:00,1,0,0,3,0.3090600000000001
h,0.475174,3.95419,0.475174,3.95419,"{'att': 265, 'def': 25}","{'att': 220, 'def': 24}",1,12,0,2,0.0427,l,2025-09-27 18:45:00,0,0,1,0,-3.479016
a,0.789093,2.98545,0.789093,2.98545,"{'att': 243, 'def': 18}","{'att': 158, 'def': 21}",2,9,1,1,0.2002,d,2025-10-05 10:30:00,0,1,0,1,-2.196357
h,0.367775,1.15836,0.367775,1.15836,"{'att': 281, 'def': 19}","{'att': 190, 'def': 32}",3,3,0,2,0.5574,l,2025-10-19 13:00:00,0,0,1,0,-0.7905850000000001
a,0.837271,2.03687,0.837271,2.03687,"{'att': 158, 'def': 21}","{'att': 379, 'def': 24}",2,2,2,2,0.4568,d,2025-10-26 13:00:00,0,1,0,1,-1.199599
h,0.845219,0.937652,0.845219,0.937652,"{'att': 220, 'def': 17}","{'att': 206, 'def': 17}",3,8,1,2,1.2446,l,2025-10-30 16:30:00,0,0,1,0,-0.09243299999999999
a,1.48457,0.587684,1.48457,0.587684,"{'att': 265, 'def': 22}","{'att': 284, 'def': 14}",5,0,0,2,2.1325000000000003,l,2025-11-03 19:45:00,0,0,1,0,0.896886
a,0.615264,1.0497,0.615264,1.0497,"{'att': 387, 'def': 14}","{'att': 115, 'def': 36}",2,5,0,0,0.8191,d,2025-11-08 14:00:00,0,1,0,1,-0.43443600000000004
h,1.37329,1.61562,1.37329,1.61562,"{'att': 219, 'def': 28}","{'att': 185, 'def': 25}",3,3,3,3,1.1463999999999999,d,2025-11-22 14:00:00,0,1,0,1,-0.24233000000000016
a,0.891103,1.5343,0.891103,1.5343,"{'att': 358, 'def': 19}","{'att': 314, 'def': 31}",2,10,1,2,0.8472999999999999,l,2025-11-29 17:00:00,0,0,1,0,-0.643197
h,1.40358,0.451691,1.40358,0.451691,"{'att': 247, 'def': 26}","{'att': 198, 'def': 20}",4,7,1,0,2.1731000000000003,w,2025-12-07 14:00:00,1,0,0,3,0.951889
a,0.568619,3.08558,0.568619,3.08558,"{'att': 305, 'def': 23}","{'att': 255, 'def': 23}",5,9,1,2,0.099,l,2025-12-13 19:45:00,0,0,1,0,-2.5169610000000002
h,1.20171,2.02532,1.20171,1.26402,"{'att': 132, 'def': 17}","{'att': 233, 'def': 28}",2,8,2,2,0.7671,d,2025-12-21 11:30:00,0,1,0,1,-0.062309999999999865
a,0.994774,2.4609,0.994774,2.4609,"{'att': 260, 'def': 17}","{'att': 226, 'def': 19}",4,5,2,1,0.4212,w,2025-12-27 14:00:00,1,0,0,3,-1.466126
