h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.285593,1.01717,0.285593,1.01717,"{'att': 317, 'def': 19}","{'att': 216, 'def': 24}",4,6,0,0,0.6288,d,2025-08-24 15:30:00,0,1,0,1,-0.7315769999999999
h,0.74111,1.85404,0.74111,1.85404,"{'att': 273, 'def': 16}","{'att': 288, 'def': 28}",4,5,0,2,0.5217,l,2025-08-29 18:30:00,0,0,1,0,-1.11293
a,0.559174,3.03718,0.559174,2.2794,"{'att': 336, 'def': 10}","{'att': 203, 'def': 21}",3,25,0,5,0.1444,l,2025-09-13 16:30:00,0,0,1,0,-1.7202259999999998
h,3.32157,2.63607,3.32157,2.63607,"{'att': 225, 'def': 19}","{'att': 251, 'def': 15}",5,13,2,1,1.8149,w,2025-09-20 13:30:00,1,0,0,3,0.6854999999999998
a,1.11274,1.54274,1.11274,0.784964,"{'att': 133, 'def': 14}","{'att': 359, 'def': 20}",11,2,0,0,0.973,d,2025-09-28 17:30:00,0,1,0,1,0.32777600000000007
h,1.65883,0.591161,1.65883,0.591161,"{'att': 303, 'def': 21}","{'att': 157, 'def': 25}",3,7,4,0,2.2081999999999997,w,2025-10-05 15:30:00,1,0,0,3,1.067669
a,1.29355,1.15611,1.29355,1.15611,"{'att': 290, 'def': 22}","{'att': 322, 'def': 15}",7,5,1,2,1.4493,l,2025-10-18 13:30:00,0,0,1,0,0.13744
h,2.40547,0.695528,1.57532,0.695528,"{'att': 191, 'def': 18}","{'att': 312, 'def': 24}",8,5,0,1,2.6124,l,2025-10-25 13:30:00,0,0,1,0,0.879792
a,1.19296,3.87376,1.19296,3.87376,"{'att': 239, 'def': 15}","{'att': 275, 'def': 19}",4,10,1,4,0.16449999999999998,l,2025-11-02 14:30:00,0,0,1,0,-2.6807999999999996
h,0.419878,1.42582,0.419878,1.42582,"{'att': 265, 'def': 18}","{'att': 245, 'def': 29}",3,9,1,1,0.5278,d,2025-11-08 14:30:00,0,1,0,1,-1.0059420000000001
a,1.555,1.61897,1.555,1.61897,"{'att': 230, 'def': 11}","{'att': 305, 'def': 23}",4,7,0,1,1.2995,l,2025-11-22 14:30:00,0,0,1,0,-0.06397000000000008
h,1.21357,1.10868,1.21357,1.10868,"{'att': 286, 'def': 21}","{'att': 146, 'def': 26}",4,5,2,1,1.4315,w,2025-11-30 14:30:00,1,0,0,3,0.10488999999999993
h,1.57713,1.17349,1.57713,1.17349,"{'att': 229, 'def': 21}","{'att': 265, 'def': 25}",8,3,3,2,1.6753,w,2025-12-07 14:30:00,1,0,0,3,0.40364
a,1.40522,2.48806,0.647439,2.48806,"{'att': 314, 'def': 16}","{'att': 247, 'def': 38}",4,13,1,4,0.6091,l,2025-12-13 14:30:00,0,0,1,0,-1.840621
h,1.09769,1.09137,1.09769,1.09137,"{'att': 312, 'def': 23}","{'att': 236, 'def': 24}",5,8,1,1,1.3564000000000003,d,2025-12-20 14:30:00,0,1,0,1,0.006320000000000103
a,0.850812,2.93517,0.850812,2.1774,"{'att': 266, 'def': 9}","{'att': 204, 'def': 22}",2,6,1,2,0.2006,l,2026-01-10 14:30:00,0,0,1,0,-1.326588
h,1.26205,0.576522,1.26205,0.576522,"{'att': 244, 'def': 22}","{'att': 338, 'def': 24}",11,3,0,0,1.916,d,2026-01-17 14:30:00,0,1,0,1,0.6855279999999999
a,0.333197,0.311991,0.333197,0.311991,"{'att': 246, 'def': 22}","{'att': 401, 'def': 18}",6,2,0,0,1.2603,d,2026-01-23 19:30:00,0,1,0,1,0.021206000000000003
h,2.64497,2.28911,1.88719,2.28911,"{'att': 354, 'def': 20}","{'att': 162, 'def': 19}",4,12,2,2,1.6573,d,2026-01-31 17:30:00,0,1,0,1,-0.40192000000000005
a,1.55106,1.04614,1.55106,1.04614,"{'att': 232, 'def': 16}","{'att': 225, 'def': 20}",11,6,2,0,1.7874,w,2026-02-07 14:30:00,1,0,0,3,0.50492
h,2.20339,2.18966,2.20339,1.43189,"{'att': 162, 'def': 16}","{'att': 243, 'def': 19}",9,8,3,2,1.3563,w,2026-02-14 14:30:00,1,0,0,3,0.7715000000000001
a,0.823398,1.75215,0.823398,1.75215,"{'att': 156, 'def': 18}","{'att': 235, 'def': 20}",3,5,1,1,0.6525,d,2026-02-20 19:30:00,0,1,0,1,-0.9287520000000001
h,0.820585,2.28997,0.820585,1.53219,"{'att': 264, 'def': 14}","{'att': 222, 'def': 21}",4,13,1,2,0.3599,l,2026-03-01 18:30:00,0,0,1,0,-0.7116049999999999
h,1.28692,2.67874,1.28692,2.67874,"{'att': 297, 'def': 23}","{'att': 191, 'def': 33}",4,8,0,1,0.4557,l,2026-03-04 19:30:00,0,0,1,0,-1.3918199999999998
a,1.80445,2.46612,0.288899,1.70835,"{'att': 185, 'def': 10}","{'att': 199, 'def': 21}",2,5,2,1,0.8591,w,2026-03-07 14:30:00,1,0,0,3,-1.419451
h,0.556493,0.984168,0.556493,0.984168,"{'att': 297, 'def': 16}","{'att': 222, 'def': 18}",3,5,1,1,0.8543000000000001,d,2026-03-14 17:30:00,0,1,0,1,-0.427675
a,1.23049,6.10187,1.23049,3.82854,"{'att': 213, 'def': 10}","{'att': 152, 'def': 25}",3,13,2,3,0.0112,l,2026-03-21 17:30:00,0,0,1,0,-2.5980499999999997
h,1.53108,2.57589,1.53108,2.57589,"{'att': 189, 'def': 24}","{'att': 228, 'def': 14}",10,10,1,1,0.7242,d,2026-04-04 13:30:00,0,1,0,1,-1.0448099999999998
a,0.417554,3.8645,0.417554,3.10672,"{'att': 291, 'def': 20}","{'att': 170, 'def': 27}",3,18,0,4,0.0451,l,2026-04-12 15:30:00,0,0,1,0,-2.689166
a,0.914249,1.60257,0.914249,1.60257,"{'att': 265, 'def': 19}","{'att': 194, 'def': 23}",6,5,1,3,0.8267,l,2026-04-18 13:30:00,0,0,1,0,-0.6883210000000001
h,1.48261,2.42862,0.724833,2.42862,"{'att': 226, 'def': 19}","{'att': 161, 'def': 31}",7,5,1,2,0.7349999999999999,l,2026-04-25 16:30:00,0,0,1,0,-1.7037870000000002
a,0.627209,0.992322,0.627209,0.992322,"{'att': 281, 'def': 9}","{'att': 165, 'def': 25}",6,8,2,1,1.0073,w,2026-05-02 13:30:00,1,0,0,3,-0.365113
h,2.02228,0.583605,2.02228,0.583605,"{'att': 315, 'def': 34}","{'att': 257, 'def': 13}",8,2,3,2,2.4757,w,2026-05-10 13:30:00,1,0,0,3,1.438675
