element_in,element_in_cost,element_out,element_out_cost,entry,event,time
417,66,47,72,9333030,36,2026-05-07T06:59:42.032472Z
335,44,450,80,9333030,35,2026-04-27T12:59:49.791876Z
430,145,64,87,9333030,35,2026-04-27T12:59:49.786576Z
450,80,21,72,9333030,34,2026-04-24T16:32:06.494278Z
1,60,736,56,9333030,34,2026-04-24T16:32:06.494083Z
64,87,249,74,9333030,34,2026-04-24T16:32:06.493870Z
136,74,430,142,9333030,34,2026-04-24T16:32:06.493714Z
291,57,151,45,9333030,34,2026-04-24T16:32:06.493540Z
5,71,8,61,9333030,34,2026-04-24T16:32:06.493317Z
698,55,517,54,9333030,33,2026-04-17T09:14:31.197681Z
236,70,449,97,9333030,33,2026-04-17T09:14:31.197476Z
347,38,260,51,9333030,33,2026-04-17T09:14:31.197204Z
82,82,21,72,9333030,33,2026-04-17T09:14:31.196977Z
97,67,624,76,9333030,33,2026-04-17T09:14:31.196612Z
610,41,8,62,9333030,33,2026-04-17T09:14:31.196405Z
342,44,373,61,9333030,33,2026-04-17T09:14:31.196188Z
235,105,47,71,9333030,33,2026-04-17T09:14:31.195896Z
624,76,136,72,9333030,32,2026-04-10T16:42:57.039928Z
72,50,226,53,9333030,30,2026-03-07T13:47:05.483502Z
260,52,38,44,9333030,29,2026-02-28T20:54:52.229518Z
457,56,417,64,9333030,28,2026-02-23T18:49:07.382150Z
373,59,6,61,9333030,28,2026-02-22T21:55:15.876658Z
6,61,373,59,9333030,26,2026-02-08T18:40:44.987004Z
21,75,236,71,9333030,25,2026-02-06T08:42:11.073919Z
517,53,21,72,9333030,24,2026-01-26T22:07:56.475131Z
249,72,691,59,9333030,24,2026-01-26T22:07:56.469542Z
136,72,178,62,9333030,23,2026-01-24T10:12:17.467214Z
449,91,82,76,9333030,22,2026-01-09T17:35:13.700822Z
691,59,624,76,9333030,22,2026-01-08T22:47:03.460490Z
82,76,382,81,9333030,21,2026-01-06T13:51:36.607653Z
373,59,260,49,9333030,18,2025-12-24T13:49:43.155219Z
624,76,283,76,9333030,18,2025-12-24T13:49:43.154656Z
382,81,449,91,9333030,18,2025-12-24T13:49:43.145973Z
417,65,488,69,9333030,17,2025-12-18T20:51:30.546796Z
736,57,287,55,9333030,17,2025-12-18T20:51:30.541476Z
151,45,505,52,9333030,16,2025-12-07T01:51:06.507852Z
21,71,299,65,9333030,16,2025-12-07T01:51:06.502619Z
488,68,21,68,9333030,15,2025-12-05T22:40:29.170563Z
505,52,575,48,9333030,14,2025-11-30T19:25:10.774971Z
178,66,252,42,9333030,14,2025-11-30T19:25:10.774783Z
8,63,198,39,9333030,14,2025-11-30T19:25:10.774586Z
226,51,683,40,9333030,14,2025-11-30T19:25:10.774391Z
236,72,16,100,9333030,14,2025-11-30T19:25:10.774185Z
449,89,582,65,9333030,14,2025-11-30T19:25:10.773884Z
47,69,82,77,9333030,13,2025-11-28T20:57:02.221112Z
575,48,5,64,9333030,13,2025-11-28T20:55:25.494526Z
100,46,252,42,9333030,12,2025-11-22T09:48:47.051223Z
8,62,38,44,9333030,12,2025-11-22T09:48:47.050968Z
736,57,287,55,9333030,12,2025-11-22T09:48:47.050677Z
449,89,16,100,9333030,12,2025-11-22T09:48:47.050427Z
249,75,283,78,9333030,12,2025-11-22T09:48:47.050177Z
47,68,21,67,9333030,12,2025-11-22T09:48:47.049875Z
236,71,82,78,9333030,12,2025-11-22T09:48:47.049615Z
224,61,5,64,9333030,12,2025-11-22T09:48:47.049349Z
119,86,582,65,9333030,12,2025-11-22T09:48:47.048958Z
287,55,366,54,9333030,10,2025-11-01T12:37:05.086610Z
5,64,568,55,9333030,9,2025-10-21T12:57:51.109546Z
16,100,381,144,9333030,9,2025-10-21T12:55:54.089249Z
283,75,597,67,9333030,7,2025-10-03T15:47:31.748524Z
198,39,507,48,9333030,7,2025-10-03T15:45:14.908396Z
21,65,157,64,9333030,7,2025-10-03T15:41:59.601506Z
82,76,384,76,9333030,6,2025-09-21T20:13:55.225694Z
597,67,362,54,9333030,3,2025-08-29T17:33:06.816478Z
683,40,10,54,9333030,3,2025-08-29T17:30:41.437036Z
384,75,266,75,9333030,2,2025-08-22T12:53:02.660960Z
