event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,52,52,5174831,5217608,5174823,55,0,1000,0,0,14
2,51,103,5148179,5170403,4919019,50,0,1000,0,0,1
3,71,174,320320,321690,1350449,5,18,1000,2,0,3
4,82,256,900724,905604,558841,10,37,1003,1,0,1
5,52,308,2254862,2266127,418966,20,12,1008,1,0,1
6,83,391,169667,171721,102989,5,1,1009,1,0,14
7,88,479,324374,327461,31830,5,2,1012,1,0,5
8,92,571,104194,105146,5173,1,47,1018,1,0,15
9,68,639,662916,665744,1213,10,30,1023,1,0,7
10,83,722,1107985,1115192,964,10,16,1032,1,0,14
11,28,750,10924571,10931428,3082,90,27,1038,1,0,12
12,46,796,3314087,3326435,3234,30,13,1042,1,0,14
13,57,853,548455,555193,1372,5,13,1041,0,0,17
14,77,930,1540834,1548872,1031,15,11,1040,1,0,9
15,80,1010,210948,211824,165,5,6,1042,1,0,5
16,76,1086,1927244,1936777,243,20,13,1047,5,0,7
17,83,1169,2329683,2339337,261,20,0,1046,0,0,7
18,49,1218,4154504,4164048,249,35,0,1050,1,0,11
19,44,1262,4631076,4643675,216,40,22,1052,1,0,0
20,60,1322,1187849,1194221,151,10,14,1051,1,0,4
21,76,1398,148620,149855,41,5,14,1050,1,0,12
22,33,1431,10041648,10056275,82,80,14,1051,1,0,10
23,62,1493,884836,886710,21,10,7,1051,1,0,0
24,63,1552,3437621,3446367,43,30,12,1055,2,4,12
25,77,1629,914338,920791,26,10,0,1058,1,0,7
26,52,1677,8962517,8966870,145,70,1,1058,2,4,15
27,57,1730,1942229,1945128,103,20,30,1058,2,4,17
28,79,1809,905766,911241,90,10,16,1063,1,0,9
29,84,1889,546928,548501,31,5,1,1064,2,4,3
30,62,1947,747780,750711,32,10,0,1064,2,4,12
31,70,2017,245551,251907,15,5,0,1066,0,0,25
32,45,2058,7359537,7362545,73,60,7,1067,2,4,13
33,109,2163,583259,584307,114,5,30,1065,2,4,7
34,50,2213,2423509,2438062,231,20,30,1065,0,0,0
35,57,2270,3783510,3812898,221,30,30,1070,0,0,8
36,87,2357,1786495,1789621,161,15,1,1067,3,0,2
37,27,2380,5296614,5301863,209,45,20,1068,2,4,9
