event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,66,66,1560764,1634723,1560765,20,0,1000,0,0,4
2,39,105,8702319,8741449,4488328,85,0,1001,0,0,9
3,56,161,2787549,2812097,3046843,25,27,1005,2,0,5
4,77,238,1678057,1713360,1752504,15,4,1004,0,0,12
5,80,318,4588,4777,187487,1,4,1012,0,0,0
6,78,396,360359,367037,65878,5,4,1015,0,0,11
7,75,471,2268668,2285453,58822,20,1,1015,2,0,13
8,86,557,274307,278883,17316,5,24,1023,1,0,15
9,72,629,352604,356976,3019,5,0,1024,1,0,10
10,90,719,339537,344531,1228,5,7,1034,2,0,8
11,37,756,6543499,6624335,1740,55,7,1040,0,0,4
12,56,812,1132937,1141531,784,10,0,1044,2,0,8
13,65,877,198189,206744,153,5,0,1047,0,0,4
14,80,957,955169,978064,83,10,0,1049,0,0,7
15,68,1025,1044556,1052260,43,10,3,1050,2,0,19
16,77,1102,1745015,1766955,63,15,12,1052,5,0,19
17,64,1166,7386586,7419197,322,60,12,1060,0,0,10
18,38,1204,9089963,9113579,726,75,22,1059,1,0,23
19,44,1248,4631076,4661188,590,40,17,1057,1,0,7
20,65,1313,600179,609055,274,5,3,1056,1,0,12
21,63,1376,1551487,1590515,184,15,3,1056,0,0,24
22,35,1411,9236594,9246786,354,75,4,1055,3,0,11
23,44,1455,5966628,6053799,301,50,4,1057,0,0,9
24,70,1525,1500653,1515650,224,15,8,1054,2,0,12
25,79,1604,602012,622499,147,5,8,1057,0,0,7
26,68,1672,3341773,3364067,199,30,2,1055,1,0,5
27,45,1717,6629336,6650353,233,55,0,1054,2,0,8
28,64,1781,3688185,3707223,497,30,4,1055,1,0,1
29,74,1855,1710543,1723016,293,15,15,1053,1,0,4
30,68,1923,209070,218008,158,5,15,1057,0,0,9
31,61,1984,1366788,1377933,163,15,12,1055,1,0,0
32,44,2028,7679344,7692445,388,60,4,1054,1,0,10
33,108,2136,597569,612638,595,5,4,1050,0,0,23
34,71,2207,218932,220103,317,5,31,1048,2,0,3
35,61,2268,2475397,2542460,246,20,48,1051,0,0,9
36,87,2355,1632626,1659678,174,15,48,1057,0,0,10
37,43,2398,1373892,1384807,69,15,36,1059,1,0,0
