h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.789649,2.33223,0.789649,1.57093,"{'att': 380, 'def': 19}","{'att': 153, 'def': 26}",4,6,1,3,0.3651,l,2024-08-18 18:45:00,0,0,1,0,-0.7812809999999999
a,1.01295,0.660213,1.01295,0.660213,"{'att': 270, 'def': 27}","{'att': 239, 'def': 27}",3,8,0,0,1.7029999999999998,d,2024-08-25 16:30:00,0,1,0,1,0.35273699999999997
h,0.635612,1.80895,0.635612,1.80895,"{'att': 289, 'def': 18}","{'att': 217, 'def': 26}",10,5,0,1,0.506,l,2024-08-30 16:30:00,0,0,1,0,-1.1733380000000002
a,0.263269,2.18898,0.263269,0.666383,"{'att': 394, 'def': 19}","{'att': 246, 'def': 27}",3,7,0,4,0.1067,l,2024-09-14 18:45:00,0,0,1,0,-0.403114
h,2.33503,0.388857,1.57373,0.388857,"{'att': 241, 'def': 18}","{'att': 197, 'def': 24}",9,2,2,0,2.7602999999999995,w,2024-09-21 13:00:00,1,0,0,3,1.184873
a,2.02845,1.99001,2.02845,1.99001,"{'att': 281, 'def': 11}","{'att': 129, 'def': 17}",5,9,1,2,1.4175,l,2024-09-29 13:00:00,0,0,1,0,0.03843999999999981
a,1.43755,2.10738,1.43755,2.10738,"{'att': 168, 'def': 11}","{'att': 204, 'def': 23}",6,9,1,2,0.9417,l,2024-10-04 18:45:00,0,0,1,0,-0.6698299999999999
h,0.881872,1.83371,0.881872,1.83371,"{'att': 303, 'def': 24}","{'att': 203, 'def': 18}",6,12,0,2,0.665,l,2024-10-20 13:00:00,0,0,1,0,-0.951838
a,0.459902,0.903007,0.459902,0.903007,"{'att': 196, 'def': 21}","{'att': 220, 'def': 29}",5,0,2,2,0.8777,d,2024-10-27 14:00:00,0,1,0,1,-0.443105
h,2.55368,1.30701,1.03108,1.30701,"{'att': 208, 'def': 25}","{'att': 228, 'def': 19}",8,4,3,2,2.3042000000000002,w,2024-10-30 17:30:00,1,0,0,3,-0.27593
a,1.14021,3.34539,1.14021,3.34539,"{'att': 265, 'def': 16}","{'att': 221, 'def': 20}",1,10,0,1,0.2331,l,2024-11-03 19:45:00,0,0,1,0,-2.2051800000000004
h,1.29642,0.945022,1.29642,0.945022,"{'att': 132, 'def': 18}","{'att': 320, 'def': 17}",10,1,1,2,1.6424,l,2024-11-09 14:00:00,0,0,1,0,0.3513979999999999
h,2.88235,0.624722,2.88235,0.624722,"{'att': 191, 'def': 21}","{'att': 264, 'def': 21}",8,5,0,1,2.7479,l,2024-11-25 19:45:00,0,0,1,0,2.2576280000000004
a,0.357302,4.16965,0.357302,2.64705,"{'att': 278, 'def': 20}","{'att': 188, 'def': 40}",2,7,0,3,0.0169,l,2024-11-30 19:45:00,0,0,1,0,-2.2897480000000003
h,0.303457,0.779392,0.303457,0.779392,"{'att': 205, 'def': 21}","{'att': 113, 'def': 23}",3,4,2,2,0.7990999999999999,d,2024-12-08 17:00:00,0,1,0,1,-0.475935
a,0.586788,2.18951,0.586788,1.42821,"{'att': 416, 'def': 11}","{'att': 187, 'def': 16}",6,5,2,2,0.19240000000000002,d,2024-12-14 19:45:00,0,1,0,1,-0.841422
h,1.55318,2.62545,1.55318,2.62545,"{'att': 289, 'def': 14}","{'att': 134, 'def': 24}",4,9,2,1,0.6431,w,2024-12-22 14:00:00,1,0,0,3,-1.0722699999999998
